ostrinia_nubilalis	drosophila_melanogaster
XP_063837465.1	NP_570089.1
XP_063837466.1	NP_536731.1
XP_063837467.1	NP_648055.1
XP_063837469.1	NP_612007.2
XP_063837473.1	NP_649494.1
XP_063837477.1	NP_611850.1
XP_063837480.1	NP_610500.2
XP_063837482.1	NP_610458.2
XP_063837485.1	NP_648493.3
XP_063837486.1	NP_650837.1
XP_063837493.1	NP_648109.1
XP_063837495.1	NP_610945.1
XP_063837497.1	NP_648720.3
XP_063837499.1	NP_573179.1
XP_063837508.1	NP_729816.4
XP_063837511.1	NP_001015260.3
XP_063837520.1	NP_573084.1
XP_063837523.1	NP_611158.1
XP_063837524.1	NP_523390.3
XP_063837525.1	NP_650673.1
XP_063837526.1	NP_476581.1
XP_063837532.1	NP_524010.2
XP_063837533.1	NP_611735.1
XP_063837534.1	NP_724625.1
XP_063837535.1	NP_648424.1
XP_063837537.1	NP_572908.2
XP_063837540.1	NP_609303.1
XP_063837541.1	NP_523428.1
XP_063837544.1	NP_573187.2
XP_063837547.1	NP_572319.2
XP_063837555.1	NP_524006.1
XP_063837556.1	NP_648263.5
XP_063837557.1	NP_524780.1
XP_063837558.1	NP_523621.2
XP_063837561.1	NP_524876.1
XP_063837565.1	NP_649528.2
XP_063837566.1	NP_650552.3
XP_063837567.1	NP_573118.2
XP_063837569.1	NP_724798.3
XP_063837573.1	NP_609881.3
XP_063837575.1	NP_648024.2
XP_063837576.1	NP_523922.1
XP_063837582.1	NP_648425.1
XP_063837583.1	NP_523393.3
XP_063837591.1	NP_523945.2
XP_063837596.1	NP_001027248.1
XP_063837601.1	NP_570017.1
XP_063837602.1	NP_523964.2
XP_063837608.1	NP_647628.1
XP_063837610.1	NP_648451.1
XP_063837612.1	NP_651389.3
XP_063837613.1	NP_523736.1
XP_063837614.1	NP_511111.1
XP_063837620.1	NP_648327.1
XP_063837622.1	NP_523890.2
XP_063837623.1	NP_570087.1
XP_063837628.1	NP_525093.1
XP_063837631.1	NP_648450.3
XP_063837636.1	NP_524836.2
XP_063837641.1	NP_730173.3
XP_063837646.1	NP_652070.1
XP_063837647.1	NP_649413.3
XP_063837649.1	NP_651471.2
XP_063837650.1	NP_572543.1
XP_063837654.1	NP_995811.1
XP_063837656.1	NP_650063.1
XP_063837659.1	NP_729410.1
XP_063837662.1	NP_648067.2
XP_063837663.1	NP_609897.2
XP_063837672.1	NP_524196.2
XP_063837674.1	NP_569839.2
XP_063837676.1	NP_610268.2
XP_063837678.1	NP_647878.1
XP_063837680.1	NP_652036.1
XP_063837686.1	NP_648834.1
XP_063837693.1	NP_524168.2
XP_063837694.1	NP_650975.1
XP_063837696.1	NP_573191.1
XP_063837698.1	NP_524195.2
XP_063837700.1	NP_524832.3
XP_063837706.1	NP_611733.1
XP_063837710.1	NP_524170.2
XP_063837711.1	NP_524033.2
XP_063837712.1	NP_728818.1
XP_063837715.1	NP_649182.4
XP_063837717.1	NP_612021.1
XP_063837718.1	NP_648174.3
XP_063837719.1	NP_523685.2
XP_063837722.1	NP_648593.3
XP_063837730.1	NP_788855.1
XP_063837732.1	NP_477358.1
XP_063837736.1	NP_476710.2
XP_063837738.1	NP_728245.1
XP_063837743.1	NP_476860.2
XP_063837745.1	NP_001104019.1
XP_063837746.1	NP_524157.2
XP_063837749.1	NP_524917.1
XP_063837750.1	NP_524116.2
XP_063837756.1	NP_649140.1
XP_063837758.1	NP_731267.1
XP_063837759.1	NP_477372.1
XP_063837760.1	NP_524003.1
XP_063837764.1	NP_572801.2
XP_063837765.1	NP_524758.1
XP_063837769.1	NP_609880.2
XP_063837770.1	NP_572291.2
XP_063837781.1	NP_788277.1
XP_063837782.1	NP_525056.2
XP_063837783.1	NP_611114.1
XP_063837784.1	NP_536757.2
XP_063837786.1	NP_572871.1
XP_063837787.1	NP_524045.2
XP_063837791.1	NP_523414.1
XP_063837792.1	NP_524102.1
XP_063837793.1	NP_001097742.1
XP_063837795.1	NP_001261506.1
XP_063837799.1	NP_524999.2
XP_063837801.1	NP_001027122.2
XP_063837803.1	NP_477204.1
XP_063837813.1	NP_476897.1
XP_063837816.1	NP_608356.1
XP_063837819.1	NP_996177.1
XP_063837822.1	NP_611412.1
XP_063837823.1	NP_650949.1
XP_063837824.1	NP_648221.3
XP_063837829.1	NP_001096948.2
XP_063837830.1	NP_608352.2
XP_063837835.1	NP_652538.1
XP_063837839.1	NP_649337.2
XP_063837843.1	NP_524676.2
XP_063837856.1	NP_476726.2
XP_063837857.1	NP_648357.1
XP_063837860.1	NP_573006.1
XP_063837863.1	NP_523878.1
XP_063837864.1	NP_608985.1
XP_063837867.1	NP_476687.1
XP_063837870.1	NP_523804.3
XP_063837874.1	NP_650996.1
XP_063837879.1	NP_610293.3
XP_063837881.1	NP_524040.2
XP_063837884.1	NP_649252.1
XP_063837886.1	NP_476973.1
XP_063837888.1	NP_730632.1
XP_063837889.1	NP_648427.1
XP_063837899.1	NP_476999.1
XP_063837900.1	NP_649137.3
XP_063837901.1	NP_648324.1
XP_063837902.1	NP_572621.1
XP_063837904.1	NP_609896.1
XP_063837907.1	NP_524596.1
XP_063837908.1	NP_572404.1
XP_063837909.1	NP_524169.1
XP_063837913.1	NP_788560.3
XP_063837915.1	NP_651536.1
XP_063837917.1	NP_652341.1
XP_063837918.1	NP_652069.2
XP_063837923.1	NP_523907.2
XP_063837924.1	NP_729519.2
XP_063837925.1	NP_572168.1
XP_063837928.1	NP_648894.2
XP_063837931.1	NP_995814.1
XP_063837933.1	NP_647880.1
XP_063837934.1	NP_729389.1
XP_063837935.1	NP_523963.2
XP_063837938.1	NP_651458.1
XP_063837941.1	NP_728565.1
XP_063837943.1	NP_001027033.3
XP_063837945.1	NP_570007.2
XP_063837947.1	NP_001097795.1
XP_063837948.1	NP_569934.2
XP_063837950.1	NP_572836.1
XP_063837952.1	NP_511159.3
XP_063837953.1	NP_524658.2
XP_063837959.1	NP_651960.2
XP_063837960.1	NP_648309.1
XP_063837963.1	NP_524250.3
XP_063837964.1	NP_612112.1
XP_063837967.1	NP_729265.1
XP_063837968.1	NP_511123.2
XP_063837969.1	NP_649694.1
XP_063837970.1	NP_609861.1
XP_063837971.1	NP_647733.1
XP_063837972.1	NP_572685.2
XP_063837973.1	NP_647734.1
XP_063837977.1	NP_608350.2
XP_063837979.1	NP_649704.3
XP_063837980.1	NP_651667.1
XP_063837984.1	NP_610784.1
XP_063837986.1	NP_524376.2
XP_063837987.1	NP_996434.2
XP_063837989.1	NP_729296.1
XP_063837992.1	NP_573137.1
XP_063837996.1	NP_648267.1
XP_063838000.1	NP_609674.3
XP_063838002.1	NP_648688.2
XP_063838003.1	NP_524684.2
XP_063838004.1	NP_572162.2
XP_063838007.1	NP_476617.1
XP_063838010.1	NP_647817.2
XP_063838012.1	NP_648023.2
XP_063838013.1	NP_647736.1
XP_063838014.1	NP_647779.2
XP_063838015.1	NP_648244.1
XP_063838017.1	NP_611590.1
XP_063838019.1	NP_648132.2
XP_063838020.1	NP_001097570.2
XP_063838021.1	NP_649151.1
XP_063838024.1	NP_651539.3
XP_063838026.1	NP_001334673.1
XP_063838027.1	NP_611159.2
XP_063838035.1	NP_610000.1
XP_063838037.1	NP_572716.3
XP_063838038.1	NP_612022.1
XP_063838039.1	NP_648245.2
XP_063838040.1	NP_572545.1
XP_063838041.1	NP_524143.2
XP_063838049.1	NP_608992.1
XP_063838051.1	NP_723087.1
XP_063838057.1	NP_523911.2
XP_063838060.1	NP_651950.3
XP_063838062.1	NP_611941.1
XP_063838063.1	NP_650494.2
XP_063838064.1	NP_477086.2
XP_063838068.1	NP_523463.2
XP_063838069.1	NP_572515.2
XP_063838073.1	NP_477365.1
XP_063838076.1	NP_001036593.1
XP_063838077.1	NP_573129.1
XP_063838078.1	NP_996437.1
XP_063838083.1	NP_608351.1
XP_063838085.1	NP_650138.1
XP_063838086.1	NP_523950.2
XP_063838088.1	NP_788543.1
XP_063838094.1	NP_649539.1
XP_063838095.1	NP_649167.1
XP_063838098.1	NP_648201.1
XP_063838099.1	NP_612046.1
XP_063838103.1	NP_647917.3
XP_063838104.1	NP_648257.1
XP_063838105.1	NP_001137915.1
XP_063838106.1	NP_648886.1
XP_063838112.1	NP_477116.1
XP_063838113.1	NP_649415.2
XP_063838114.1	NP_524640.3
XP_063838116.1	NP_608363.1
XP_063838117.1	NP_731299.1
XP_063838119.1	NP_001246698.1
XP_063838121.1	NP_523896.2
XP_063838122.1	NP_648899.2
XP_063838133.1	NP_001097258.2
XP_063838135.1	NP_476871.2
XP_063838138.1	NP_572591.1
XP_063838144.1	NP_523396.1
XP_063838146.1	NP_524047.2
XP_063838148.1	NP_524202.1
XP_063838151.1	NP_001097740.1
XP_063838153.1	NP_609496.1
XP_063838156.1	NP_728573.1
XP_063838161.1	NP_647844.2
XP_063838182.1	NP_476681.1
XP_063838187.1	NP_611204.2
XP_063838189.1	NP_731377.1
XP_063838194.1	NP_608549.2
XP_063838202.1	NP_652610.1
XP_063838208.1	NP_608607.2
XP_063838210.1	NP_726040.1
XP_063838211.1	NP_652100.1
XP_063838221.1	NP_652034.2
XP_063838251.1	NP_573362.1
XP_063838257.1	NP_649059.1
XP_063838261.1	NP_001027233.1
XP_063838297.1	NP_001027384.1
XP_063838300.1	NP_724265.2
XP_063838324.1	NP_611047.2
XP_063838340.1	NP_608679.1
XP_063838345.1	NP_001027387.1
XP_063838353.1	NP_001027386.1
XP_063838356.1	NP_001027385.1
XP_063838360.1	NP_001027377.1
XP_063838361.1	NP_612572.3
XP_063838366.1	NP_611583.1
XP_063838367.1	NP_611745.1
XP_063838368.1	NP_651303.2
XP_063838369.1	NP_652016.1
XP_063838376.1	NP_648694.1
XP_063838379.1	NP_648826.2
XP_063838382.1	NP_524055.2
XP_063838385.1	NP_650048.1
XP_063838386.1	NP_572694.1
XP_063838387.1	NP_609488.1
XP_063838388.1	NP_610064.2
XP_063838389.1	NP_610172.1
XP_063838390.1	NP_609820.1
XP_063838391.1	NP_609528.3
XP_063838393.1	NP_524854.2
XP_063838395.1	NP_609520.1
XP_063838398.1	NP_610384.1
XP_063838400.1	NP_650434.1
XP_063838401.1	NP_608610.1
XP_063838411.1	NP_524748.2
XP_063838424.1	NP_001097169.1
XP_063838427.1	NP_001036344.1
XP_063838428.1	NP_648722.2
XP_063838429.1	NP_611063.1
XP_063838431.1	NP_611019.2
XP_063838439.1	NP_523836.2
XP_063838441.1	NP_611607.2
XP_063838442.1	NP_001027230.1
XP_063838445.1	NP_476868.1
XP_063838446.1	NP_610053.1
XP_063838447.1	NP_608633.1
XP_063838448.1	NP_722744.1
XP_063838449.1	NP_523571.1
XP_063838450.1	NP_609397.2
XP_063838454.1	NP_609400.1
XP_063838455.1	NP_609847.1
XP_063838461.1	NP_523591.2
XP_063838462.1	NP_724060.1
XP_063838463.1	NP_536796.2
XP_063838464.1	NP_611939.1
XP_063838466.1	NP_723019.2
XP_063838467.1	NP_608608.2
XP_063838468.1	NP_609564.1
XP_063838471.1	NP_609565.1
XP_063838472.1	NP_477239.2
XP_063838473.1	NP_610036.2
XP_063838474.1	NP_572434.1
XP_063838476.1	NP_572929.1
XP_063838483.1	NP_609968.3
XP_063838484.1	NP_609967.1
XP_063838486.1	NP_609120.1
XP_063838490.1	NP_609947.1
XP_063838491.1	NP_609119.2
XP_063838495.1	NP_608602.1
XP_063838496.1	NP_609277.1
XP_063838498.1	NP_573339.1
XP_063838501.1	NP_572852.1
XP_063838502.1	NP_610891.1
XP_063838503.1	NP_611647.1
XP_063838504.1	NP_001303493.1
XP_063838508.1	NP_476706.1
XP_063838509.1	NP_477334.2
XP_063838510.1	NP_608866.1
XP_063838511.1	NP_611544.1
XP_063838513.1	NP_648918.1
XP_063838515.1	NP_523861.1
XP_063838520.1	NP_525092.1
XP_063838522.1	NP_572476.2
XP_063838523.1	NP_572930.3
XP_063838524.1	NP_609485.4
XP_063838526.1	NP_609484.1
XP_063838529.1	NP_608526.1
XP_063838532.1	NP_609191.1
XP_063838535.1	NP_511161.2
XP_063838536.1	NP_001097140.1
XP_063838537.1	NP_524697.1
XP_063838551.1	NP_511166.2
XP_063838552.1	NP_609870.1
XP_063838553.1	NP_610054.1
XP_063838556.1	NP_610102.1
XP_063838557.1	NP_001015167.2
XP_063838559.1	NP_477466.1
XP_063838561.1	NP_524025.2
XP_063838563.1	NP_608525.1
XP_063838564.1	NP_524076.2
XP_063838566.1	NP_609189.2
XP_063838567.1	NP_609371.2
XP_063838568.1	NP_610095.1
XP_063838569.1	NP_572861.1
XP_063838570.1	NP_611029.3
XP_063838572.1	NP_609922.2
XP_063838573.1	NP_610030.1
XP_063838574.1	NP_609919.1
XP_063838575.1	NP_609103.1
XP_063838581.1	NP_723261.1
XP_063838585.1	NP_609174.1
XP_063838589.1	NP_573341.1
XP_063838592.1	NP_608709.1
XP_063838593.1	NP_609542.1
XP_063838595.1	NP_608502.1
XP_063838596.1	NP_523440.1
XP_063838598.1	NP_648731.1
XP_063838600.1	NP_001097608.1
XP_063838601.1	NP_572953.1
XP_063838602.1	NP_572573.1
XP_063838604.1	NP_648769.2
XP_063838605.1	NP_476595.1
XP_063838606.1	NP_610118.2
XP_063838609.1	NP_609368.3
XP_063838611.1	NP_001097139.1
XP_063838617.1	NP_524074.1
XP_063838618.1	NP_609259.2
XP_063838622.1	NP_647852.1
XP_063838623.1	NP_524117.1
XP_063838625.1	NP_572765.1
XP_063838627.1	NP_525089.2
XP_063838628.1	NP_477016.1
XP_063838631.1	NP_609669.1
XP_063838632.1	NP_608956.1
XP_063838633.1	NP_523673.1
XP_063838635.1	NP_609946.1
XP_063838638.1	NP_652574.3
XP_063838639.1	NP_610890.2
XP_063838643.1	NP_570080.1
XP_063838644.1	NP_609737.1
XP_063838645.1	NP_524683.2
XP_063838646.1	NP_610476.1
XP_063838647.1	NP_524185.1
XP_063838648.1	NP_511164.2
XP_063838649.1	NP_477496.1
XP_063838651.1	NP_524931.1
XP_063838652.1	NP_476964.1
XP_063838653.1	NP_610052.1
XP_063838658.1	NP_648103.1
XP_063838659.1	NP_611671.1
XP_063838660.1	NP_609299.1
XP_063838661.1	NP_523600.5
XP_063838663.1	NP_608931.1
XP_063838665.1	NP_477119.1
XP_063838668.1	NP_524233.1
XP_063838673.1	NP_723378.2
XP_063838674.1	NP_651669.1
XP_063838676.1	NP_609495.1
XP_063838677.1	NP_609533.1
XP_063838678.1	NP_612052.1
XP_063838679.1	NP_476592.1
XP_063838681.1	NP_477300.1
XP_063838682.1	NP_609937.1
XP_063838686.1	NP_610094.1
XP_063838687.1	NP_649512.1
XP_063838688.1	NP_651048.1
XP_063838689.1	NP_647896.1
XP_063838691.1	NP_477241.2
XP_063838692.1	NP_649058.1
XP_063838693.1	NP_524316.1
XP_063838694.1	NP_524705.1
XP_063838695.1	NP_609813.1
XP_063838697.1	NP_724068.1
XP_063838703.1	NP_611660.1
XP_063838705.1	NP_609938.1
XP_063838707.1	NP_523548.1
XP_063838713.1	NP_572277.2
XP_063838714.1	NP_523507.2
XP_063838716.1	NP_476656.1
XP_063838717.1	NP_524846.1
XP_063838719.1	NP_001036712.1
XP_063838721.1	NP_523521.3
XP_063838724.1	NP_649901.1
XP_063838733.1	NP_608998.2
XP_063838735.1	NP_523702.1
XP_063838736.1	NP_523573.1
XP_063838737.1	NP_608901.1
XP_063838738.1	NP_477049.2
XP_063838739.1	NP_608900.3
XP_063838740.1	NP_001033875.1
XP_063838741.1	NP_001260076.1
XP_063838742.1	NP_477174.1
XP_063838747.1	NP_609920.1
XP_063838748.1	NP_476957.1
XP_063838749.1	NP_647830.1
XP_063838750.1	NP_610196.1
XP_063838751.1	NP_477190.1
XP_063838752.1	NP_723044.1
XP_063838755.1	NP_477448.1
XP_063838757.1	NP_996015.1
XP_063838759.1	NP_524723.2
XP_063838764.1	NP_610875.1
XP_063838765.1	NP_608962.3
XP_063838766.1	NP_788390.1
XP_063838774.1	NP_477209.2
XP_063838775.1	NP_524097.2
XP_063838776.1	NP_608585.1
XP_063838777.1	NP_572377.2
XP_063838779.1	NP_609736.1
XP_063838784.1	NP_523584.1
XP_063838788.1	NP_608857.2
XP_063838789.1	NP_609709.1
XP_063838790.1	NP_609122.1
XP_063838794.1	NP_648247.1
XP_063838795.1	NP_523606.1
XP_063838796.1	NP_477084.1
XP_063838800.1	NP_611962.2
XP_063838801.1	NP_609666.2
XP_063838803.1	NP_608804.1
XP_063838808.1	NP_001014453.1
XP_063838810.1	NP_536791.1
XP_063838811.1	NP_609936.1
XP_063838812.1	NP_523496.1
XP_063838813.1	NP_609080.1
XP_063838824.1	NP_477340.1
XP_063838825.1	NP_652605.1
XP_063838826.1	NP_609095.1
XP_063838828.1	NP_652101.2
XP_063838831.1	NP_723735.2
XP_063838833.1	NP_570081.2
XP_063838834.1	NP_573232.1
XP_063838836.1	NP_730444.1
XP_063838837.1	NP_730441.1
XP_063838839.1	NP_524812.1
XP_063838840.1	NP_652037.1
XP_063838841.1	NP_648758.1
XP_063838842.1	NP_649240.1
XP_063838844.1	NP_648757.1
XP_063838845.1	NP_611619.2
XP_063838846.1	NP_611642.2
XP_063838847.1	NP_572243.1
XP_063838848.1	NP_722912.3
XP_063838850.1	NP_650459.1
XP_063838851.1	NP_608678.1
XP_063838852.1	NP_523441.1
XP_063838853.1	NP_523511.2
XP_063838855.1	NP_649650.2
XP_063838858.1	NP_727512.3
XP_063838861.1	NP_649242.1
XP_063838862.1	NP_650111.3
XP_063838864.1	NP_609217.1
XP_063838865.1	NP_610026.1
XP_063838867.1	NP_620469.2
XP_063838869.1	NP_477171.1
XP_063838870.1	NP_608909.1
XP_063838871.1	NP_652383.1
XP_063838872.1	NP_476753.1
XP_063838874.1	NP_572950.2
XP_063838876.1	NP_524888.1
XP_063838877.1	NP_724847.2
XP_063838878.1	NP_523609.3
XP_063838879.1	NP_609711.1
XP_063838880.1	NP_727772.3
XP_063838881.1	NP_476781.1
XP_063838890.1	NP_523411.1
XP_063838891.1	NP_649573.2
XP_063838895.1	NP_609519.1
XP_063838896.1	NP_611267.1
XP_063838897.1	NP_611661.1
XP_063838903.1	NP_001036460.1
XP_063838904.1	NP_609154.1
XP_063838905.1	NP_608563.1
XP_063838907.1	NP_476700.1
XP_063838908.1	NP_608858.3
XP_063838909.1	NP_609599.1
XP_063838912.1	NP_476967.1
XP_063838913.1	NP_608669.1
XP_063838914.1	NP_609710.1
XP_063838916.1	NP_001097192.2
XP_063838917.1	NP_524616.2
XP_063838918.1	NP_608751.2
XP_063838919.1	NP_725398.1
XP_063838922.1	NP_724288.3
XP_063838925.1	NP_476779.1
XP_063838927.1	NP_609145.2
XP_063838928.1	NP_651462.1
XP_063838929.1	NP_609359.1
XP_063838931.1	NP_609490.1
XP_063838932.1	NP_788563.1
XP_063838934.1	NP_652001.2
XP_063838935.1	NP_649230.1
XP_063838936.1	NP_725169.3
XP_063838939.1	NP_523845.2
XP_063838940.1	NP_476607.2
XP_063838944.1	NP_650036.2
XP_063838950.1	NP_609327.3
XP_063838952.1	NP_609069.1
XP_063838956.1	NP_523503.2
XP_063838958.1	NP_609105.1
XP_063838959.1	NP_609834.2
XP_063838966.1	NP_523501.1
XP_063838968.1	NP_523502.1
XP_063838969.1	NP_609108.3
XP_063838970.1	NP_609109.4
XP_063838973.1	NP_649347.1
XP_063838974.1	NP_572952.1
XP_063838975.1	NP_609183.1
XP_063838976.1	NP_476888.1
XP_063838977.1	NP_609079.2
XP_063838984.1	NP_608965.1
XP_063838985.1	NP_523451.2
XP_063838986.1	NP_611044.1
XP_063838987.1	NP_477014.1
XP_063838990.1	NP_652606.1
XP_063838991.1	NP_001033975.2
XP_063838992.1	NP_523546.1
XP_063838994.1	NP_524940.1
XP_063838995.1	NP_476562.1
XP_063838996.1	NP_724277.2
XP_063838999.1	NP_476780.1
XP_063839002.1	NP_723592.1
XP_063839009.1	NP_608987.1
XP_063839010.1	NP_524672.1
XP_063839011.1	NP_477339.1
XP_063839012.1	NP_648825.1
XP_063839013.1	NP_609500.1
XP_063839015.1	NP_610045.1
XP_063839016.1	NP_573217.1
XP_063839017.1	NP_610073.1
XP_063839018.1	NP_524038.1
XP_063839019.1	NP_788051.1
XP_063839025.1	NP_523564.1
XP_063839027.1	NP_511147.2
XP_063839028.1	NP_608617.1
XP_063839030.1	NP_608995.2
XP_063839031.1	NP_609877.2
XP_063839032.1	NP_723156.1
XP_063839037.1	NP_608489.2
XP_063839038.1	NP_569962.2
XP_063839039.1	NP_523457.1
XP_063839041.1	NP_608899.1
XP_063839043.1	NP_648804.1
XP_063839045.1	NP_650894.1
XP_063839047.1	NP_611447.1
XP_063839050.1	NP_610108.1
XP_063839051.1	NP_001188824.2
XP_063839054.1	NP_524989.2
XP_063839055.1	NP_572228.1
XP_063839056.1	NP_477412.1
XP_063839058.1	NP_001368937.1
XP_063839063.1	NP_610111.3
XP_063839065.1	NP_001097587.1
XP_063839069.1	NP_001036448.1
XP_063839070.1	NP_609102.1
XP_063839077.1	NP_788398.1
XP_063839080.1	NP_651232.1
XP_063839081.1	NP_572888.2
XP_063839085.1	NP_733119.2
XP_063839086.1	NP_648533.3
XP_063839091.1	NP_511084.2
XP_063839092.1	NP_733391.1
XP_063839094.1	NP_608673.1
XP_063839097.1	NP_572269.1
XP_063839098.1	NP_001014717.1
XP_063839102.1	NP_648668.3
XP_063839104.1	NP_649254.2
XP_063839105.1	NP_608705.1
XP_063839106.1	NP_609072.2
XP_063839109.1	NP_608927.2
XP_063839111.1	NP_523525.2
XP_063839112.1	NP_476606.1
XP_063839114.1	NP_609969.2
XP_063839115.1	NP_609180.3
XP_063839118.1	NP_001033984.1
XP_063839119.1	NP_648604.2
XP_063839121.1	NP_609356.2
XP_063839122.1	NP_647837.2
XP_063839127.1	NP_477039.1
XP_063839128.1	NP_523363.2
XP_063839129.1	NP_611741.1
XP_063839130.1	NP_647653.1
XP_063839132.1	NP_648320.1
XP_063839133.1	NP_477108.1
XP_063839134.1	NP_001015352.3
XP_063839135.1	NP_608961.2
XP_063839136.1	NP_612105.1
XP_063839137.1	NP_609125.4
XP_063839138.1	NP_001027571.3
XP_063839139.1	NP_609801.3
XP_063839141.1	NP_649228.1
XP_063839142.1	NP_650596.1
XP_063839149.1	NP_608528.1
XP_063839150.1	NP_609193.1
XP_063839151.1	NP_608379.1
XP_063839153.1	NP_609486.2
XP_063839158.1	NP_572772.1
XP_063839176.1	NP_648536.1
XP_063839183.1	NP_608983.2
XP_063839184.1	NP_572723.1
XP_063839185.1	NP_611637.1
XP_063839188.1	NP_001036446.2
XP_063839190.1	NP_523592.1
XP_063839191.1	NP_611388.1
XP_063839195.1	NP_609064.3
XP_063839197.1	NP_726513.1
XP_063839202.1	NP_001014485.3
XP_063839203.1	NP_523757.1
XP_063839204.1	NP_609852.1
XP_063839205.1	NP_523568.2
XP_063839207.1	NP_572474.2
XP_063839208.1	NP_001188780.1
XP_063839209.1	NP_649725.2
XP_063839211.1	NP_524305.2
XP_063839213.1	NP_608928.1
XP_063839215.1	NP_608929.1
XP_063839216.1	NP_608460.1
XP_063839221.1	NP_611975.3
XP_063839222.1	NP_649424.1
XP_063839223.1	NP_610545.1
XP_063839224.1	NP_524818.1
XP_063839228.1	NP_476608.1
XP_063839230.1	NP_648241.1
XP_063839233.1	NP_648712.1
XP_063839234.1	NP_609501.1
XP_063839236.1	NP_649057.1
XP_063839239.1	NP_572475.1
XP_063839240.1	NP_610849.1
XP_063839241.1	NP_609580.1
XP_063839250.1	NP_610359.2
XP_063839252.1	NP_610528.1
XP_063839253.1	NP_610931.1
XP_063839255.1	NP_608693.1
XP_063839256.1	NP_476600.1
XP_063839259.1	NP_477065.3
XP_063839260.1	NP_608897.1
XP_063839263.1	NP_995901.1
XP_063839265.1	NP_609135.1
XP_063839266.1	NP_608890.1
XP_063839268.1	NP_524735.1
XP_063839269.1	NP_608889.1
XP_063839275.1	NP_609418.1
XP_063839280.1	NP_722629.1
XP_063839282.1	NP_476885.2
XP_063839283.1	NP_524834.2
XP_063839285.1	NP_611598.1
XP_063839287.1	NP_723223.1
XP_063839291.1	NP_608529.2
XP_063839293.1	NP_608772.3
XP_063839297.1	NP_569946.1
XP_063839298.1	NP_609816.1
XP_063839299.1	NP_477043.1
XP_063839301.1	NP_609926.1
XP_063839304.1	NP_477168.1
XP_063839309.1	NP_648501.1
XP_063839320.1	NP_524053.2
XP_063839321.1	NP_523948.1
XP_063839322.1	NP_648307.1
XP_063839323.1	NP_729009.2
XP_063839324.1	NP_524258.2
XP_063839326.1	NP_648936.1
XP_063839328.1	NP_651062.3
XP_063839331.1	NP_788360.2
XP_063839332.1	NP_649769.1
XP_063839333.1	NP_648973.1
XP_063839334.1	NP_611577.2
XP_063839339.1	NP_524775.1
XP_063839343.1	NP_788716.1
XP_063839347.1	NP_523561.1
XP_063839350.1	NP_649584.3
XP_063839355.1	NP_651063.1
XP_063839359.1	NP_651060.1
XP_063839364.1	NP_476705.1
XP_063839369.1	NP_572285.2
XP_063839373.1	NP_650898.1
XP_063839374.1	NP_609735.1
XP_063839376.1	NP_523992.2
XP_063839377.1	NP_610140.4
XP_063839384.1	NP_728821.2
XP_063839385.1	NP_476833.1
XP_063839386.1	NP_609033.1
XP_063839387.1	NP_609993.1
XP_063839388.1	NP_476905.1
XP_063839390.1	NP_572604.2
XP_063839391.1	NP_572837.1
XP_063839393.1	NP_569872.1
XP_063839394.1	NP_610531.1
XP_063839395.1	NP_609083.2
XP_063839396.1	NP_648311.2
XP_063839400.1	NP_648908.1
XP_063839401.1	NP_001036603.1
XP_063839402.1	NP_729400.1
XP_063839403.1	NP_523976.1
XP_063839412.1	NP_648816.1
XP_063839416.1	NP_651178.1
XP_063839419.1	NP_650594.1
XP_063839421.1	NP_511171.3
XP_063839427.1	NP_724018.1
XP_063839431.1	NP_996297.3
XP_063839432.1	NP_573313.2
XP_063839434.1	NP_649768.2
XP_063839437.1	NP_001036256.2
XP_063839443.1	NP_649890.1
XP_063839444.1	NP_650195.1
XP_063839446.1	NP_647640.1
XP_063839447.1	NP_573359.1
XP_063839448.1	NP_647639.1
XP_063839450.1	NP_730950.2
XP_063839451.1	NP_648112.2
XP_063839452.1	NP_648114.1
XP_063839453.1	NP_609089.1
XP_063839454.1	NP_001104452.1
XP_063839458.1	NP_731237.1
XP_063839460.1	NP_652608.1
XP_063839461.1	NP_573259.2
XP_063839464.1	NP_731253.1
XP_063839467.1	NP_730223.1
XP_063839475.1	NP_648111.1
XP_063839476.1	NP_647884.1
XP_063839478.1	NP_001033989.1
XP_063839479.1	NP_611058.4
XP_063839483.1	NP_569982.1
XP_063839484.1	NP_001137877.1
XP_063839488.1	NP_651293.1
XP_063839493.1	NP_610315.1
XP_063839494.1	NP_572993.1
XP_063839497.1	NP_611076.2
XP_063839498.1	NP_611885.3
XP_063839500.1	NP_525061.2
XP_063839524.1	NP_524703.1
XP_063839530.1	NP_726871.1
XP_063839532.1	NP_477373.1
XP_063839534.1	NP_524955.2
XP_063839555.1	NP_726244.1
XP_063839562.1	NP_648246.3
XP_063839567.1	NP_650338.1
XP_063839568.1	NP_648408.1
XP_063839569.1	NP_001015383.3
XP_063839570.1	NP_610781.1
XP_063839574.1	NP_651003.1
XP_063839575.1	NP_651156.1
XP_063839577.1	NP_476951.1
XP_063839584.1	NP_609100.1
XP_063839590.1	NP_608537.3
XP_063839592.1	NP_477255.1
XP_063839593.1	NP_610780.1
XP_063839594.1	NP_524026.1
XP_063839598.1	NP_573166.1
XP_063839599.1	NP_573000.1
XP_063839601.1	NP_650291.1
XP_063839602.1	NP_570011.1
XP_063839605.1	NP_610664.1
XP_063839608.1	NP_524810.2
XP_063839617.1	NP_608347.1
XP_063839622.1	NP_647853.1
