Gene ID	Protein accession	drosophila_melanogaster	NCBI GeneID	Symbol	Description
135081794	XP_063832650.1	NP_651072.1	42671.0	mRpL45	mitochondrial ribosomal protein L45
135081907	XP_063832758.1	NP_732773.1	42672.0	loco	locomotion defects
135081795	XP_063832652.1				
135081796	XP_063832653.1	NP_648841.1	39769.0	Trs20	TRAPP subunit 20
135081909	XP_063832761.1	NP_649710.1	40870.0	Noc3	Nucleolar complex protein 3
135081683	XP_063832540.1	NP_649028.3	40002.0	Polr3D	RNA polymerase III subunit D
135081687	XP_063832545.1	NP_524134.1	40001.0	mRpS26	mitochondrial ribosomal protein S26
135081667	XP_063832505.1	NP_649813.1	41029.0	Unc50	Unc50 RNA binding protein
135081798	XP_063832655.1	NP_650825.2	42347.0	CG7432	uncharacterized protein
135081675	XP_063832518.1	NP_650827.3	42350.0	GluClalpha	Glutamate-gated chloride channel subunit alpha
135081684	XP_063832542.1	NP_524207.1	40429.0	CycH	Cyclin H
135081669	XP_063832506.1	NP_523917.2	38494.0	Ras64B	Ras oncogene at 64B
135081686	XP_063832544.1	NP_524011.1	39143.0	ATPsynB	ATP synthase, subunit B
135081691	XP_063832549.1	NP_729471.1	317834.0	Svip	small VCP interacting protein
135081692	XP_063832551.1	NP_648300.3	39065.0	UGP	UDP-glucose pyrophosphorylase
135081673	XP_063832515.1	NP_609570.1	34662.0	Oatp33Eb	Organic anion transporting polypeptide 33Eb
135081672	XP_063832512.1	NP_647862.1	38496.0	CG1299	uncharacterized protein
135081911	XP_063832763.1				
135081681	XP_063832538.1				
135081682	XP_063832539.1				
135081680	XP_063832535.1				
135081685	XP_063832543.1				
135081823	XP_063832671.1	NP_001014557.3	3346237.0	nab	nab
135081825	XP_063832674.1	NP_476818.1	38135.0	Klp61F	Kinesin-like protein at 61F
135081824	XP_063832672.1				
135081693	XP_063832553.1	NP_523919.1	38499.0	mas	masquerade
135081826	XP_063832675.1				
135081694	XP_063832554.1	NP_732446.1	42348.0	Naam	Nicotinamide amidase
135081802	XP_063832658.1				
135081670	XP_063832507.1	NP_650948.2	42509.0	Usp8	Ubiquitin specific protease 8
135081827	XP_063832676.1				
135081679	XP_063832530.1	NP_524371.1	41938.0	Sap47	Synapse-associated protein 47kD
135081702	XP_063832560.1				
135081803	XP_063832659.1				
135081688	XP_063832546.1				
135081674	XP_063832517.1				
135081912	XP_063832764.1				
135081913	XP_063832765.1	NP_001014571.1	3346238.0	form3	formin 3
135081678	XP_063832529.1	NP_650690.1	42179.0	CG14314	uncharacterized protein
135081689	XP_063832548.1	NP_649817.1	41034.0	Cks85A	Cyclin-dependent kinase subunit 85A
135081914	XP_063832766.1	NP_001036721.1	42327.0	Dys	Dystrophin
135081915	XP_063832767.1				
135081916	XP_063832768.1				
135081828	XP_063832677.1				
135081829	XP_063832678.1				
135081830	XP_063832679.1				
135081805	XP_063832660.1				
135081917	XP_063832769.1				
135081918	XP_063832771.1				
135081809	XP_063832661.1				
135081919	XP_063832772.1				
135081696	XP_063832555.1				
135082400	XP_063833265.1				
135082220	XP_063833054.1				
135082401	XP_063833266.1	NP_569882.1	31056.0	CG3655	uncharacterized protein
135081976	XP_063832793.1				
135081979	XP_063832801.1	NP_648511.2	39335.0	CG14130	uncharacterized protein
135081968	XP_063832784.1				
135082293	XP_063833144.1	NP_725106.1	36306.0	SmD3	Small ribonucleoprotein particle protein SmD3
135082403	XP_063833267.1				
135082404	XP_063833268.1				
135082405	XP_063833269.1	NP_788020.1	34325.0	CG4658	uncharacterized protein
135082406	XP_063833271.1	NP_608546.1	33256.0	Pex12	Peroxin 12
135082023	XP_063832841.1				
135082029	XP_063832851.1	NP_570010.3	31237.0	CG13760	uncharacterized protein
135082025	XP_063832847.1	NP_572865.1	32272.0	Coq5	Coenzyme Q5
135082027	XP_063832849.1	NP_652611.1	53443.0	SF2	Splicing factor 2
135082313	XP_063833174.1	NP_477408.1	33319.0	Cdlc2	Cytoplasmic dynein light chain 2
135082019	XP_063832838.1	NP_610443.1	35910.0	PPO2	Prophenoloxidase 2
135082020	XP_063832839.1				
135082026	XP_063832848.1	NP_001036632.1	4379919.0	CG17698	uncharacterized protein
135082409	XP_063833274.1				
135082377	XP_063833244.1				
135082565	XP_063833435.1				
135082028	XP_063832850.1	NP_651265.1	42924.0	Jhbp12	Juvenile hormone binding protein 12
135082018	XP_063832836.1	NP_572331.2	31596.0	pigs	pickled eggs
135082030	XP_063832853.1	NP_573063.1	32515.0	CG11679	uncharacterized protein
135082094	XP_063832923.1	NP_610611.1	36136.0	mms4	Methyl methanesulfonate sensitivity 4
135082381	XP_063833247.1				
135082383	XP_063833248.1				
135082531	XP_063833401.1				
135082001	XP_063832820.1	NP_723089.1	33781.0	Hel25E	Helicase at 25E
135082000	XP_063832819.1	NP_650836.1	42360.0	CG4572	uncharacterized protein
135082003	XP_063832821.1				
135082384	XP_063833249.1				
135082004	XP_063832822.1	NP_569880.1	31052.0	Cdc45	Cell division cycle 45
135082005	XP_063832823.1	NP_648573.2	39413.0	CG32104	uncharacterized protein
135082024	XP_063832846.1	NP_572999.1	32440.0	CG15027	uncharacterized protein
135082007	XP_063832824.1	NP_647671.1	38246.0	CG12025	uncharacterized protein
135082021	XP_063832840.1	NP_649777.1	40974.0	CG9630	uncharacterized protein
135082011	XP_063832826.1				
135082410	XP_063833275.1	NP_572622.1	31965.0	CG17841	uncharacterized protein
135082411	XP_063833276.1				
135082535	XP_063833404.1				
135082413	XP_063833277.1	NP_511139.2	32207.0	LIMK1	LIM domain kinase 1
135082016	XP_063832829.1	NP_569846.2	30996.0	CG17778	uncharacterized protein
135082414	XP_063833278.1	NP_511144.2	32273.0	sno	strawberry notch
135082017	XP_063832830.1	NP_573034.1	32482.0	CG6340	uncharacterized protein
135082415	XP_063833279.1				
135082416	XP_063833281.1				
135082548	XP_063833418.1				
135082034	XP_063832854.1	NP_650941.3	42498.0	Tbc1d22	TBC1 domain family member 22
135082417	XP_063833282.1	NP_648346.1	39134.0	CG6761	uncharacterized protein
135082035	XP_063832855.1	NP_651876.1	43723.0	RpL6	Ribosomal protein L6
135081960	XP_063832778.1				
135082083	XP_063832915.1				
135082071	XP_063832895.1	NP_001027412.1	3772247.0	Mvk	Mevalonate kinase
135082082	XP_063832913.1	NP_001027413.1	3771915.0	CG33672	uncharacterized protein
135082070	XP_063832894.1	NP_609393.1	34409.0	gny	garnysstan
135082566	XP_063833436.1				
135081996	XP_063832817.1				
135082418	XP_063833283.1				
135082066	XP_063832888.1	NP_476661.1	33507.0	okr	okra
135082046	XP_063832868.1				
135082047	XP_063832869.1				
135082049	XP_063832870.1				
135082419	XP_063833284.1				
135082081	XP_063832911.1	NP_573257.1	32776.0	CG7772	uncharacterized protein
135082084	XP_063832916.1	NP_649024.1	39996.0	Prestin	prestin
135082076	XP_063832904.1				
135082078	XP_063832908.1				
135082073	XP_063832902.1	NP_001034002.1	39447.0	CG10973	uncharacterized protein
135082068	XP_063832891.1				
135081956	XP_063832776.1	NP_649837.1	41056.0	hng2	hinge2
135082079	XP_063832909.1				
135082420	XP_063833285.1	NP_536797.3	32225.0	Smr	Smrter
135082421	XP_063833286.1				
135082422	XP_063833287.1				
135082080	XP_063832910.1				
135082075	XP_063832903.1	NP_650696.1	42185.0	Mdh2	Malate dehydrogenase 2
135082424	XP_063833288.1	NP_649909.1	41153.0	Vps45	Vacuolar protein sorting 45
135082425	XP_063833289.1				
135082426	XP_063833290.1				
135081959	XP_063832777.1				
135082427	XP_063833292.1	NP_732033.1	41883.0	Atx2	Ataxin-2
135081974	XP_063832791.1	NP_725221.1	246419.0	CG30053	uncharacterized protein
135082428	XP_063833293.1	NP_733060.1	42979.0	PIG-S	Phosphatidylinositol glycan anchor biosynthesis class S
135082067	XP_063832889.1	NP_524150.1	40049.0	Indy	I'm not dead yet
135082429	XP_063833294.1				
135082077	XP_063832905.1				
135081961	XP_063832779.1				
135081962	XP_063832780.1	NP_001104470.1	5740457.0	CG17162	uncharacterized protein
135082065	XP_063832887.1	NP_610002.1	35267.0	CdGAPr	Cd GTPase activating protein-related
135082385	XP_063833250.1				
135082386	XP_063833252.1				
135082072	XP_063832896.1	NP_525084.1	32109.0	rho-4	rhomboid-4
135082128	XP_063832950.1	NP_525032.2	30998.0	svr	silver
135082088	XP_063832917.1	NP_608635.1	33372.0	CG7289	uncharacterized protein
135082129	XP_063832951.1	NP_523413.1	32979.0	Mer	Merlin
135082387	XP_063833253.1	NP_572906.2	32320.0	CG2691	uncharacterized protein
135082121	XP_063832941.1				
135082126	XP_063832948.1	NP_611501.1	37337.0	CG11110	uncharacterized protein
135082124	XP_063832945.1	NP_001027444.1	3772640.0	Tcs1	Threonyl-carbamoyl synthesis 1
135082127	XP_063832949.1	NP_001027443.1	3772344.0	Polr3K	RNA polymerase III subunit K
135082388	XP_063833254.1	NP_652526.1	50392.0	schlank	schlank
135082125	XP_063832946.1				
135082122	XP_063832943.1				
135082430	XP_063833295.1	NP_647626.1	38184.0	CG7879	uncharacterized protein
135082095	XP_063832924.1	NP_524791.3	3772180.0	Sxl	Sex lethal
135082120	XP_063832939.1				
135081966	XP_063832782.1				
135082118	XP_063832937.1	NP_001015405.3	3355111.0	FASN3	Fatty acid synthase 3
135082102	XP_063832926.1				
135082123	XP_063832944.1	NP_572674.3	32033.0	vex	vexed
135081980	XP_063832803.1				
135081965	XP_063832781.1				
135082204	XP_063833042.1				
135082431	XP_063833296.1				
135082110	XP_063832929.1	NP_572348.1	31615.0	sov	small ovary
135082432	XP_063833297.1				
135082433	XP_063833298.1	NP_726618.3	43836.0	4E-T	eIF4E-Transporter
135082436	XP_063833300.1	NP_476756.2	31054.0	su(w[a])	suppressor of white-apricot
135082437	XP_063833301.1				
135081969	XP_063832785.1	NP_648556.3	39391.0	Miox	Myo-inositol oxygenase
135082135	XP_063832953.1				
135082438	XP_063833303.1	NP_569848.2	31004.0	spdi	split discs
135081993	XP_063832813.1				
135082439	XP_063833304.1	NP_525074.2	31404.0	Pp2C1	Protein phosphatase 2C
135081970	XP_063832786.1	NP_610818.1	36406.0	mRpL18	mitochondrial ribosomal protein L18
135082133	XP_063832952.1	NP_650089.1	41390.0	wkd	whacked
135082440	XP_063833305.1	NP_650858.1	42389.0	psidin	phagocyte signaling impaired
135082140	XP_063832960.1	NP_001163857.2	8674042.0	CG42598	uncharacterized protein
135082141	XP_063832962.1				
135082142	XP_063832963.1				
135081972	XP_063832787.1				
135081973	XP_063832788.1				
135082149	XP_063832970.1				
135082145	XP_063832965.1	NP_572478.1	31777.0	CG12123	uncharacterized protein
135082144	XP_063832964.1	NP_572477.1	31776.0	CG1440	uncharacterized protein
135082054	XP_063832876.1	NP_728208.1	318082.0	CG32544	uncharacterized protein
135081975	XP_063832792.1	NP_651470.1	43182.0	CG12290	uncharacterized protein
135082147	XP_063832967.1	NP_524515.2	43183.0	Ald1	Aldolase 1
135081978	XP_063832799.1				
135082152	XP_063832974.1	NP_524235.2	40650.0	Orco	Odorant receptor co-receptor
135082151	XP_063832972.1	NP_649537.5	40652.0	CG14669	uncharacterized protein
135082150	XP_063832971.1				
135082156	XP_063832982.1	NP_649535.2	40649.0	CG2663	uncharacterized protein
135082155	XP_063832981.1				
135082154	XP_063832977.1				
135082153	XP_063832975.1				
135081981	XP_063832804.1				
135082441	XP_063833306.1	NP_649484.3	40578.0	slx1	nuclease slx1
135082158	XP_063832983.1	NP_732563.2	326127.0	CG31223	uncharacterized protein
135082442	XP_063833307.1	NP_570014.3	31247.0	Pi4KIIIalpha	Phosphatidylinositol 4-kinase III alpha
135082159	XP_063832985.1				
135082160	XP_063832986.1				
135081982	XP_063832805.1	NP_610025.1	35298.0	nesd	nessun dorma
135081983	XP_063832806.1				
135081984	XP_063832807.1				
135082163	XP_063833001.1	NP_569951.1	31143.0	Pgam5	Phosphoglycerate mutase 5
135082162	XP_063832994.1	NP_569879.1	31050.0	CG11638	uncharacterized protein
135082165	XP_063833003.1	NP_001027179.1	3772232.0	fabp	fatty acid binding protein
135082444	XP_063833309.1	NP_732108.2	41955.0	Mhcl	Myosin heavy chain-like
135082167	XP_063833006.1				
135082166	XP_063833004.1				
135082445	XP_063833310.1				
135082168	XP_063833007.1	NP_523415.1	32987.0	AP-1-2beta	Adaptor Protein complex 1/2, beta subunit
135082446	XP_063833311.1	NP_729947.2	39552.0	Ptip	PAX transcription activation domain interacting protein
135082181	XP_063833021.1	NP_001259478.1	32159.0	gd	gastrulation-defective
135082170	XP_063833008.1	NP_572499.2	31806.0	Ogg1	8-oxoguanine DNA glycosylase
135082171	XP_063833009.1	NP_572235.1	31473.0	RhoGAP5A	Rho GTPase activating protein at 5A
135082185	XP_063833024.1	NP_572180.1	31402.0	CG3009	uncharacterized protein
135082447	XP_063833313.1	NP_732028.4	41880.0	Rbp	RIM-binding protein
135081986	XP_063832808.1				
135082448	XP_063833314.1				
135082172	XP_063833010.1				
135082173	XP_063833011.1	NP_725867.1	37206.0	wbl	windbeutel
135082184	XP_063833023.1				
135082190	XP_063833030.1	NP_569869.2	31037.0	Lztr1	Leucine zipper like transcription regulator 1
135082188	XP_063833028.1	NP_476985.1	45401.0	ox	oxen
135082175	XP_063833014.1	NP_608373.1	33014.0	Rab35	Rab35
135082176	XP_063833015.1	NP_608996.1	33864.0	Arpc4	Actin-related protein 2/3 complex, subunit 4
135082174	XP_063833013.1	NP_524023.1	39254.0	Ufd1	Ubiquitin fusion-degradation 1-like
135082189	XP_063833029.1	NP_477042.1	32537.0	Chc	Clathrin heavy chain
135082178	XP_063833017.1	NP_572335.1	31600.0	CG3224	uncharacterized protein
135082177	XP_063833016.1	NP_732958.1	318604.0	Slimp	Seryl-tRNA synthetase-like insect mitochondrial protein
135082179	XP_063833018.1	NP_572905.1	32319.0	Tango2	Transport and Golgi organization 2
135082180	XP_063833019.1				
135082449	XP_063833315.1				
135082187	XP_063833027.1				
135082186	XP_063833025.1				
135082182	XP_063833022.1	NP_525070.2	31379.0	bi	bifid
135082450	XP_063833316.1				
135082193	XP_063833031.1				
135082194	XP_063833032.1	NP_524130.1	39976.0	Adgf-A	Adenosine deaminase-related growth factor A
135081990	XP_063832809.1				
135082196	XP_063833033.1	NP_648312.3	39090.0	Bet3	Blocked early in transport 3
135082197	XP_063833034.1				
135082198	XP_063833035.1				
135082199	XP_063833037.1				
135081992	XP_063832812.1				
135082243	XP_063833083.1				
135082231	XP_063833070.1				
135082451	XP_063833317.1				
135081991	XP_063832811.1				
135082389	XP_063833255.1				
135082230	XP_063833069.1				
135082200	XP_063833038.1				
135082223	XP_063833059.1	NP_476591.1	31205.0	kz	kurz
135082202	XP_063833040.1				
135082203	XP_063833041.1				
135082390	XP_063833256.1				
135082234	XP_063833074.1				
135082239	XP_063833079.1	NP_572420.1	31703.0	spidey	spidey
135081994	XP_063832815.1				
135082161	XP_063832992.1				
135081995	XP_063832816.1				
135082238	XP_063833077.1				
135082233	XP_063833073.1	NP_001162667.1	8674091.0	CG42594	uncharacterized protein
135082148	XP_063832969.1				
135081997	XP_063832818.1				
135082236	XP_063833075.1				
135082209	XP_063833043.1	NP_650146.1	41461.0	Spt3	Spt3
135082452	XP_063833318.1	NP_001097616.1	5740624.0	Hsc20	Heat shock protein cognate 20
135082010	XP_063832825.1				
135082210	XP_063833045.1	NP_725289.1	36487.0	CG18278	uncharacterized protein
135082211	XP_063833046.1	NP_649548.1	40669.0	Snm1	Snm1
135082212	XP_063833047.1	NP_727444.1	326232.0	Tango5	Transport and Golgi organization 5
135082241	XP_063833081.1	NP_611691.1	37587.0	bonsai	bonsai
135082237	XP_063833076.1	NP_611251.2	37014.0	Dlish	Dachs ligand with SH3s
135082453	XP_063833319.1	NP_572651.1	32002.0	Rph	Rabphilin
135082225	XP_063833062.1				
135082232	XP_063833071.1	NP_572506.2	31815.0	CG12075	uncharacterized protein
135082224	XP_063833060.1	NP_650222.2	41560.0	CG14395	uncharacterized protein
135082012	XP_063832828.1				
135082455	XP_063833320.1	NP_649435.2	40522.0	CG12581	uncharacterized protein
135082245	XP_063833085.1	NP_649865.1	41091.0	beag	beag
135082244	XP_063833084.1				
135082213	XP_063833048.1				
135082214	XP_063833049.1	NP_572389.1	31664.0	unc-119	unc-119
135082242	XP_063833082.1	NP_524404.1	42306.0	vib	vibrator
135082240	XP_063833080.1	NP_650857.3	42388.0	PIG-L	Phosphatidylinositol glycan anchor biosynthesis class L
135082216	XP_063833051.1	NP_649518.1	40624.0	Vps37B	Vacuolar protein sorting 37B
135082215	XP_063833050.1	NP_649763.1	40953.0	CG11035	uncharacterized protein
135082218	XP_063833052.1	NP_511057.1	31554.0	sqh	spaghetti squash
135082456	XP_063833321.1				
135082229	XP_063833068.1				
135082227	XP_063833066.1				
135082222	XP_063833056.1				
135082251	XP_063833088.1	NP_649541.1	40656.0	mRpL44	mitochondrial ribosomal protein L44
135082250	XP_063833086.1	NP_649701.2	40859.0	Sas-4	Spindle assembly abnormal 4
135082252	XP_063833089.1	NP_572757.2	32143.0	Nrd1	Nardilysin
135082253	XP_063833090.1	NP_572683.1	32043.0	CG42249	uncharacterized protein
135082254	XP_063833091.1	NP_573128.2	32615.0	Cdc50	Cell division cycle 50
135082255	XP_063833092.1	NP_523430.1	33114.0	Septin1	Septin 1
135082457	XP_063833323.1				
135082257	XP_063833096.1	NP_511047.2	31448.0	Rnp4F	RNA-binding protein 4F
135082258	XP_063833098.1	NP_729819.3	317860.0	CG32112	uncharacterized protein
135082259	XP_063833099.1	NP_608372.1	33013.0	aspr	asperous
135082260	XP_063833102.1	NP_651454.1	43163.0	Exo84	Exocyst 84
135082261	XP_063833103.1	NP_523410.1	32947.0	car	carnation
135082458	XP_063833324.1				
135082459	XP_063833325.1	NP_608395.6	318059.0	tbc	trabuco
135082267	XP_063833114.1				
135082268	XP_063833116.1				
135082271	XP_063833118.1				
135082264	XP_063833105.1	NP_731573.1	41377.0	sals	sarcomere length short
135082263	XP_063833104.1	NP_650079.1	41379.0	PGRP-LB	Peptidoglycan recognition protein LB
135082460	XP_063833326.1	NP_995827.2	36440.0	Cap-G	Chromosome associated protein G
135082392	XP_063833257.1				
135082266	XP_063833113.1				
135082265	XP_063833112.1				
135082270	XP_063833117.1				
135082274	XP_063833120.1				
135082275	XP_063833121.1				
135082276	XP_063833122.1				
135082277	XP_063833123.1	NP_572521.2	31834.0	HP1b	Heterochromatin Protein 1b
135082278	XP_063833125.1	NP_608319.1	32948.0	Tao	Tao
135082279	XP_063833126.1	NP_573103.1	32573.0	Nipsnap	nipsnap
135082280	XP_063833128.1	NP_001015359.1	3355072.0	CG41099	uncharacterized protein
135082282	XP_063833130.1	NP_610771.2	36347.0	CG8501	uncharacterized protein
135082281	XP_063833129.1				
135082283	XP_063833133.1	NP_724697.1	246560.0	UQCR-11L	Ubiquinol-cytochrome c reductase 11 kDa subunit-like
135082461	XP_063833327.1	NP_001015221.1	3354971.0	Set1	SET domain containing 1
135082462	XP_063833328.1				
135082146	XP_063832966.1				
135082037	XP_063832856.1				
135082284	XP_063833134.1	NP_572165.1	31382.0	CHOp24	CHOp24
135082285	XP_063833136.1	NP_477030.1	30973.0	cin	cinnamon
135082463	XP_063833329.1	NP_727386.1	31934.0	Dna2	DNA replication helicase/nuclease 2
135082038	XP_063832858.1	NP_649762.1	40952.0	CG10903	uncharacterized protein
135082040	XP_063832859.1	NP_650957.1	42519.0	CG3337	uncharacterized protein
135082286	XP_063833137.1	NP_524212.2	40457.0	Ddx1	Dead-box-1
135082287	XP_063833138.1	NP_650354.1	41743.0	Set8	SET domain containing 8
135082288	XP_063833139.1				
135082289	XP_063833140.1	NP_477414.1	37035.0	Ubc10	Ubiquitin conjugating enzyme 10
135082290	XP_063833141.1	NP_611242.1	37005.0	eIF3c	eukaryotic translation initiation factor 3 subunit c
135082291	XP_063833142.1	NP_523831.1	37774.0	Snap29	Synaptosomal-associated protein 29kDa
135082041	XP_063832860.1	NP_649483.1	40577.0	MED31	Mediator complex subunit 31
135082042	XP_063832861.1	NP_573169.2	32671.0	ppk28	pickpocket 28
135082043	XP_063832863.1				
135082465	XP_063833330.1	NP_648228.2	38966.0	CG43163	uncharacterized protein
135082044	XP_063832864.1	NP_650077.1	41376.0	CG17230	uncharacterized protein
135082466	XP_063833331.1	NP_572505.1	31813.0	Lim1	LIM homeobox 1
135082306	XP_063833167.1				
135082304	XP_063833162.1				
135082045	XP_063832867.1				
135082309	XP_063833170.1				
135082354	XP_063833213.1	NP_648360.2	39151.0	Ilp3	Insulin-like peptide 3
135082311	XP_063833173.1	NP_649864.2	41090.0	Kdm2	Lysine demethylase 2
135082467	XP_063833332.1				
135082307	XP_063833168.1				
