ostrinia_nubilalis	drosophila_melanogaster	NCBI GeneID	Symbol	Description
XP_063835298.1	NP_611157.1	36880	resilin	resilin
XP_063835299.1	NP_788907.1	32483	Gmap	Golgi microtubule-associated protein
XP_063835301.1	NP_611603.3	37473	stum	stumble
XP_063835307.1	NP_611237.2	36997	icln	icln
XP_063835314.1	NP_651272.1	42931	CG13625	uncharacterized protein
XP_063835316.1	NP_651439.2	43132	CG5913	uncharacterized protein
XP_063835317.1	NP_648224.1	38961	Cbl	Cbl proto-oncogene
XP_063835318.1	NP_572225.1	31463	SPR	Sex peptide receptor
XP_063835320.1	NP_523773.1	36984	cyp33	cyclophilin-33
XP_063835322.1	NP_611605.1	37477	CG10307	uncharacterized protein
XP_063835326.1	NP_570012.1	31245	Seipin	seipin
XP_063835327.1	NP_730511.1	317926	CG32225	uncharacterized protein
XP_063835333.1	NP_610613.1	36138	CG7222	uncharacterized protein
XP_063835338.1	NP_477060.1	36681	igl	igloo
XP_063835339.1	NP_477034.1	37841	tsr	twinstar
XP_063835340.1	NP_731688.2	41498	MBD-R2	MBD-R2
XP_063835341.1	NP_525059.2	31292	kirre	kin of irre
XP_063835342.1	NP_524016.4	39165	CalpB	Calpain-B
XP_063835343.1	NP_652012.1	45250	deltaCOP	Coat Protein (coatomer) delta
XP_063835344.1	NP_611343.4	37134	GEFmeso	Guanine nucleotide exchange factor in mesoderm
XP_063835350.1	NP_610901.1	36525	Cpr50Cb	Cuticular protein 50Cb
XP_063835351.1	NP_611600.1	37470	PIG-M	Phosphatidylinositol glycan anchor biosynthesis class M
XP_063835352.1	NP_569952.2	31144	Vps26	Vacuolar protein sorting 26
XP_063835353.1	NP_611606.1	37478	Tim10	Translocase of inner membrane 10
XP_063835355.1	NP_001137736.1	7354411	CG42380	uncharacterized protein
XP_063835360.1	NP_476646.2	3772329	Chrac-14	Chromatin accessibility complex 14kD protein
XP_063835361.1	NP_648432.1	39241	JIL-1	JIL-1 kinase
XP_063835362.1	NP_524223.2	40575	5-HT2A	5-hydroxytryptamine (serotonin) receptor 2A
XP_063835365.1	NP_523926.1	38541	Syx17	Syntaxin 17
XP_063835369.1	NP_611453.2	37278	CG11041	uncharacterized protein
XP_063835371.1	NP_524437.2	42550	E2f1	E2F transcription factor 1
XP_063835378.1	NP_649256.1	40297	Six4	Six4
XP_063835386.1	NP_611665.1	37554	Rtf1	Rtf1
XP_063835387.1	NP_728924.2	117477	Gr64f	Gustatory receptor 64f
XP_063835391.1	NP_650401.1	41800	UQCR-C1	Ubiquinol-cytochrome c reductase core protein 1
XP_063835392.1	NP_573195.1	32698	CG5004	uncharacterized protein
XP_063835397.1	NP_511091.4	31802	oc	ocelliless
XP_063835401.1	NP_648325.2	39104	pall	pallbearer
XP_063835402.1	NP_573335.1	32882	CG7326	uncharacterized protein
XP_063835409.1	NP_650519.1	41949	Jhbp5	Juvenile hormone binding protein 5
XP_063835410.1	NP_649582.1	40711	Dcps	Decapping enzyme, scavenger
XP_063835419.1	NP_611397.1	37200	CG15111	uncharacterized protein
XP_063835420.1	NP_650976.1	42552	Jhbp16	Juvenile hormone binding protein 16
XP_063835422.1	NP_647655.1	38221	Gk2	Glycerol kinase 2
XP_063835430.1	NP_649507.1	40611	Jhbp3	Juvenile hormone binding protein 3
XP_063835434.1	NP_536790.1	49636	hrg	hiiragi
XP_063835435.1	NP_610733.1	36302	bsd	back seat driver
XP_063835436.1	NP_648268.1	39023	ValRS-m	Valyl-tRNA synthetase, mitochondrial
XP_063835440.1	NP_652031.2	46058	Prosbeta1	Proteasome beta1 subunit
XP_063835441.1	NP_651209.1	42850	Atg6	Autophagy-related 6
XP_063835442.1	NP_611601.2	37471	NC2alpha	Negative Cofactor 2alpha
XP_063835445.1	NP_649169.3	40189	Tom20	Translocase of outer membrane 20
XP_063835447.1	NP_611838.1	37775	CG5554	uncharacterized protein
XP_063835448.1	NP_723543.1	318911	CG31717	uncharacterized protein
XP_063835450.1	NP_523993.1	39070	Fdx1	Ferredoxin 1
XP_063835452.1	NP_523372.2	32623	Arp2	Actin-related protein 2
XP_063835455.1	NP_523526.1	34281	Trx2	Thioredoxin 2
XP_063835458.1	NP_476991.1	49090	RyR	Ryanodine receptor
XP_063835459.1	NP_609632.1	34735	Uvrag	UV-resistance associated gene
XP_063835460.1	NP_511093.2	31840	Bx42	Bx42
XP_063835461.1	NP_524815.1	45325	lin	lines
XP_063835462.1	NP_610421.1	35885	CG30349	uncharacterized protein
XP_063835464.1	NP_612103.1	46140	Hmbs	Hydroxymethylbilane synthase
XP_063835465.1	NP_728923.2	3771916	Gr64e	Gustatory receptor 64e
XP_063835472.1	NP_608375.1	33016	CG9577	uncharacterized protein
XP_063835474.1	NP_648188.2	38917	Dhps	Deoxyhypusine synthase
XP_063835479.1	NP_611635.1	37515	CG2921	uncharacterized protein
XP_063835482.1	NP_476731.1	37254	sm	smooth
XP_063835487.1	NP_788568.1	40504	CG33169	uncharacterized protein
XP_063835494.1	NP_608779.1	33562	Cog3	Component of oligomeric golgi complex 3
XP_063835498.1	NP_524285.2	41094	pum	pumilio
XP_063835507.1	NP_650029.1	41308	CG6574	uncharacterized protein
XP_063835511.1	NP_523921.3	38513	ImpL2	Ecdysone-inducible gene L2
XP_063835513.1	NP_611016.2	36682	GPHR	Golgi pH Regulator
XP_063835517.1	NP_610197.2	35532	Tbce	Tubulin-binding cofactor E
XP_063835519.1	NP_523801.2	37415	Pu	Punch
XP_063835522.1	NP_001097135.1	34306	CG4537	uncharacterized protein
XP_063835523.1	NP_610941.1	36578	Opa1	Optic atrophy 1
XP_063835531.1	NP_608668.2	33413	CG16995	uncharacterized protein
XP_063835533.1	NP_611683.1	37578	CG4269	uncharacterized protein
XP_063835538.1	NP_524713.1	44172	RabX1	RabX1
XP_063835539.1	NP_001097063.1	33476	G6P	Glucose-6-Phosphatase
XP_063835540.1	NP_477320.1	37970	Orc4	Origin recognition complex subunit 4
XP_063835541.1	NP_001097800.1	41841	Amt	Ammonium transporter
XP_063835542.1	NP_524127.2	39961	CycT	Cyclin T
XP_063835545.1	NP_001033973.1	37978	Atf-2	Activating transcription factor-2
XP_063835546.1	NP_477146.1	35942	unpg	unplugged
XP_063835548.1	NP_611304.1	37082	CG5726	uncharacterized protein
XP_063835553.1	NP_651737.1	43529	dgt1	dim gamma-tubulin 1
XP_063835555.1	NP_611729.2	37633	PIP5K59B	Phosphatidylinositol 4-phosphate 5-kinase 59B
XP_063835556.1	NP_610391.1	35838	CG42326	uncharacterized protein
XP_063835570.1	NP_608825.2	33640	Vps53	Vacuolar protein sorting 53
XP_063835572.1	NP_611043.1	36717	Pgant1	Polypeptide N-Acetylgalactosaminyltransferase 1
XP_063835574.1	NP_524776.1	44679	ergic53	ergic53
XP_063835576.1	NP_648238.1	38978	rhea	rhea
XP_063835577.1	NP_647851.3	38477	CG11593	uncharacterized protein
XP_063835578.1	NP_001104382.3	5740597	RYa	RYamide
XP_063835581.1	NP_725096.2	246408	CG30036	uncharacterized protein
XP_063835584.1	NP_524651.2	43901	chb	chromosome bows
XP_063835594.1	NP_477186.1	35680	didum	dilute class unconventional myosin
XP_063835595.1	NP_569960.2	31155	Rbcn-3B	Rabconnectin-3B
XP_063835596.1	NP_524229.1	40607	Gnf1	Germ line transcription factor 1
XP_063835597.1	NP_610431.1	35897	CG8230	uncharacterized protein
XP_063835598.1	NP_524868.1	46078	vlc	vulcan
XP_063835601.1	NP_523698.2	36238	E(Pc)	Enhancer of Polycomb
XP_063835602.1	NP_523701.3	36241	tou	toutatis
XP_063835605.1	NP_610439.1	35906	CG13744	uncharacterized protein
XP_063835610.1	NP_523670.2	36039	eve	even skipped
XP_063835612.1	NP_523654.2	35738	Dgk	Diacyl glycerol kinase
XP_063835613.1	NP_647656.2	38222	CG13921	uncharacterized protein
XP_063835614.1	NP_650429.1	41831	CG6654	uncharacterized protein
XP_063835615.1	NP_648165.1	38886	CG8042	uncharacterized protein
XP_063835617.1	NP_524765.2	44543	enc	encore
XP_063835620.1	NP_610799.2	36382	Sin3A	Sin3A
XP_063835621.1	NP_610948.2	36588	conv	convoluted
XP_063835622.1	NP_647798.1	38404	CG12017	uncharacterized protein
XP_063835623.1	NP_610688.1	36243	atos	atossa
XP_063835626.1	NP_612008.1	38028	mri	mrityu
XP_063835627.1	NP_609228.2	34172	D12	D12
XP_063835628.1	NP_726263.1	37636	YME1L	YME1 like ATPase
XP_063835629.1	NP_477189.1	34413	da	daughterless
XP_063835633.1	NP_611650.2	37535	MED16	Mediator complex subunit 16
XP_063835634.1	NP_523716.2	36377	fra	frazzled
XP_063835638.1	NP_647746.1	38342	AhcyL1	Adenosylhomocysteinase like 1
XP_063835649.1	NP_651927.1	43799	Ephrin	ephrin
XP_063835658.1	NP_649430.1	40512	BoYb	Brother of Yb
XP_063835668.1	NP_610156.1	35475	CG3107	uncharacterized protein
XP_063835670.1	NP_609634.1	34736	CG31729	uncharacterized protein
XP_063835673.1	NP_511079.1	31738	Smox	Smad on X
XP_063835675.1	NP_725103.1	36307	Oda	Ornithine decarboxylase antizyme
XP_063835677.1	NP_649505.1	40608	Cdep	Chondrocyte-derived ezrin-like domain containing protein
XP_063835688.1	NP_732900.1	42803	Hmgcr	HMG Coenzyme A reductase
XP_063835693.1	NP_732147.1	42003	Dhfr	Dihydrofolate reductase
XP_063835694.1	NP_001246496.1	3346202	SIFa	SIFamide
XP_063835696.1	NP_996064.1	2768990	Muc68E	Mucin 68E
XP_063835706.1	NP_523974.3	38976	foi	fear-of-intimacy
XP_063835711.1	NP_523700.2	36240	en	engrailed
XP_063835715.1	NP_524118.1	39861	Galphaf	G protein alpha subunit f
XP_063835720.1	NP_611348.1	37139	CG5493	uncharacterized protein
XP_063835725.1	NP_536793.1	43943	or	orange
XP_063835727.1	NP_476609.1	36420	AspRS	Aspartyl-tRNA synthetase
XP_063835728.1	NP_611209.1	36956	Bap55	Brahma associated protein 55kD
XP_063835732.1	NP_608802.2	33594	CG10031	uncharacterized protein
XP_063835733.1	NP_477059.2	31186	bcn92	bcn92
XP_063835734.1	NP_609571.1	34663	CG5418	uncharacterized protein
XP_063835735.1	NP_610689.1	36244	CG9003	uncharacterized protein
XP_063835736.1	NP_525117.2	37323	Mgat1	Mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
XP_063835741.1	NP_001137646.1	2768718	qvr	quiver
XP_063835743.1	NP_611382.1	37177	MetRS	Methionyl-tRNA synthetase
XP_063835744.1	NP_648179.3	38906	CG13676	uncharacterized protein
XP_063835759.1	NP_647797.1	38403	CG14960	uncharacterized protein
XP_063835763.1	NP_647800.1	38406	CG14968	uncharacterized protein
XP_063835766.1	NP_001097546.2	38907	CG13675	uncharacterized protein
XP_063835773.1	NP_649161.1	40178	CG8004	uncharacterized protein
XP_063835781.1	NP_648910.1	39862	zetaCOP	Coat Protein (coatomer) zeta
XP_063835786.1	NP_610871.1	36485	CG4744	uncharacterized protein
XP_063835787.1	NP_610865.1	36478	CG17047	uncharacterized protein
XP_063835793.1	NP_477196.1	36854	Cdk4	Cyclin-dependent kinase 4
XP_063835800.1	NP_523813.1	37628	RpL23	Ribosomal protein L23
XP_063835801.1	NP_648549.1	39381	DEF8	differentially expressed in FDCP 8 homolog
XP_063835802.1	NP_611985.2	37991	CG3770	uncharacterized protein
XP_063835804.1	NP_611936.2	37927	Start1	Start1
XP_063835805.1	NP_525103.2	34665	bun	bunched
XP_063835808.1	NP_651134.1	42748	Rad60	Rad60
XP_063835809.1	NP_608711.3	33471	HINT1	histidine triad nucleotide binding protein 1
XP_063835813.1	NP_648911.1	39863	CG13032	uncharacterized protein
XP_063835817.1	NP_649806.2	41017	5-HT2B	5-hydroxytryptamine (serotonin) receptor 2B
XP_063835818.1	NP_649529.1	40639	Prosbeta7	Proteasome beta7 subunit
XP_063835820.1	NP_477298.2	38223	Cht2	Chitinase 2
XP_063835824.1	NP_610435.4	35902	flz	filzig
XP_063835828.1	NP_611086.1	36782	Got1	Glutamate oxaloacetate transaminase 1
XP_063835829.1	NP_788301.1	36073	Hr3	Hormone receptor 3
XP_063835842.1	NP_610441.2	35908	CG8170	uncharacterized protein
XP_063835844.1	NP_610556.1	36064	gem	gemini
XP_063835847.1	NP_610488.1	35971	ced-6	ced-6
XP_063835849.1	NP_788288.1	35918	Nadk2	NAD kinase 2, mitochondrial
XP_063835852.1	NP_648912.2	39864	Lasp	lasp
XP_063835855.1	NP_523857.1	37973	Dll	Distal-less
XP_063835857.1	NP_611345.1	37135	CG10927	uncharacterized protein
XP_063835861.1	NP_610395.1	35842	Lnpk	Lunapark
XP_063835866.1	NP_608729.1	33492	CG8814	uncharacterized protein
XP_063835873.1	NP_611952.1	37944	CG3663	uncharacterized protein
XP_063835875.1	NP_610454.2	35924	tsu	tsunagi
XP_063835876.1	NP_652500.1	50364	CG13364	uncharacterized protein
XP_063835877.1	NP_651768.1	43576	Jasper	JIL-1 anchoring and stabilizing protein
XP_063835878.1	NP_523655.1	35742	Cul1	Cullin 1
XP_063835879.1	NP_523707.1	36308	CCT5	Chaperonin containing TCP1 subunit 5
XP_063835880.1	NP_610438.2	35905	CG8172	uncharacterized protein
XP_063835885.1	NP_569963.1	31158	CG11596	uncharacterized protein
XP_063835892.1	NP_650820.1	42340	subdued	subdued
XP_063835893.1	NP_652049.1	47065	qsm	quasimodo
XP_063835894.1	NP_611491.2	37322	lms	lateral muscles scarcer
XP_063835895.1	NP_611982.2	37988	CG2811	uncharacterized protein
XP_063835899.1	NP_611954.2	37946	ND-19	NADH dehydrogenase (ubiquinone) 19 kDa subunit
XP_063835900.1	NP_611346.1	37137	CG5323	uncharacterized protein
XP_063835903.1	NP_610394.2	35841	CG8736	uncharacterized protein
XP_063835904.1	NP_477215.1	35970	Pdk	Pyruvate dehydrogenase kinase
XP_063835905.1	NP_610434.1	35901	spab	space blanket
XP_063835907.1	NP_650865.1	42397	mdlc	midlife crisis
XP_063835908.1	NP_733372.1	318559	spdo	sanpodo
XP_063835910.1	NP_648508.1	39331	CG10907	uncharacterized protein
XP_063835913.1	NP_608692.1	33443	ND-B17.2	NADH dehydrogenase (ubiquinone) B17.2 subunit
XP_063835915.1	NP_610484.1	35963	Non1	Novel nucleolar protein 1
XP_063835916.1	NP_523914.2	38484	Gad1	Glutamic acid decarboxylase 1
XP_063835918.1	NP_610547.1	36046	sel	seele
XP_063835919.1	NP_648164.1	38884	exex	extra-extra
XP_063835920.1	NP_610446.1	35914	CNT2	Concentrative nucleoside transporter 2
XP_063835922.1	NP_651851.1	43692	CG15561	uncharacterized protein
XP_063835924.1	NP_569965.1	31160	CG3587	uncharacterized protein
XP_063835926.1	NP_647857.3	38487	CG14995	uncharacterized protein
XP_063835927.1	NP_511165.1	32514	Arp6	Actin-related protein 6
XP_063835928.1	NP_523462.2	33487	RpS21	Ribosomal protein S21
XP_063835930.1	NP_477216.1	36409	Nacalpha	Nascent polypeptide associated complex protein alpha subunit
XP_063835932.1	NP_610591.1	36110	trsn	translin
XP_063835933.1	NP_647799.1	38405	CG12009	uncharacterized protein
XP_063835937.1	NP_608425.1	33082	Stt3A	Catalytic subunit 3A of the oligosaccharyltransferase complex
XP_063835938.1	NP_001104460.2	5740359	spok	spookier
XP_063835948.1	NP_609888.2	35112	CG10333	uncharacterized protein
XP_063835950.1	NP_650449.1	41865	CG31301	uncharacterized protein
XP_063835951.1	NP_569909.2	31089	CG32813	uncharacterized protein
XP_063835956.1	NP_650523.1	41959	Mic26-27	MICOS subunit 26/27
XP_063835975.1	NP_524211.1	40451	RpLP0	Ribosomal protein LP0
XP_063835977.1	NP_524454.2	42707	klg	klingon
XP_063835981.1	NP_651286.3	42952	Ets96B	Ets96B
XP_063835987.1	NP_649882.1	41112	Aduk	Another Drosophila Unc-51-like kinase
XP_063835996.1	NP_651593.1	43344	CG5003	uncharacterized protein
XP_063835998.1	NP_651636.1	43401	CG1647	uncharacterized protein
XP_063835999.1	NP_651187.2	42816	Nup98-96	Nucleoporin 98-96kD
XP_063836003.1	NP_523380.2	32674	RSG7	Regulator of G-protein signaling 7
XP_063836006.1	NP_524453.1	42693	Dcr-1	Dicer-1
XP_063836007.1	NP_609240.2	34187	Uba4	Ubiquitin-like activating enzyme 4
XP_063836009.1	NP_651480.1	43195	CG14238	uncharacterized protein
XP_063836019.1	NP_524998.1	53567	larp	La related protein
XP_063836028.1	NP_524740.2	44315	pie	pineapple eye
XP_063836033.1	NP_651685.2	43460	Brd8	Bromodomain containing 8
XP_063836037.1	NP_722738.1	33363	CG31663	uncharacterized protein
XP_063836041.1	NP_723197.1	33928	CG31635	uncharacterized protein
XP_063836043.1	NP_651092.1	42695	vret	vreteno
XP_063836049.1	NP_524071.2	39596	dlp	dally-like
XP_063836055.1	NP_730815.2	40548	Skp2	S-phase kinase-associated protein 2
XP_063836056.1	NP_477322.1	35378	Dap160	Dynamin associated protein 160
XP_063836057.1	NP_610706.1	36263	Sln	Silnoon
XP_063836058.1	NP_524334.1	41591	Paip2	polyA-binding protein interacting protein 2
XP_063836061.1	NP_651088.1	42690	RNF220	ring finger protein 220
XP_063836064.1	NP_573085.2	32546	CG16952	uncharacterized protein
XP_063836066.1	NP_524518.1	43222	Tl	Toll
XP_063836068.1	NP_648777.1	39685	SCCRO	Squamous cell carcinoma-related oncogene
XP_063836069.1	NP_608872.1	33694	CG15625	uncharacterized protein
XP_063836072.1	NP_732516.2	42428	Stat92E	Signal-transducer and activator of transcription protein at 92E
XP_063836074.1	NP_648358.2	39148	Zasp67	Z band alternatively spliced PDZ-motif protein 67
XP_063836134.1	NP_650242.1	41589	CG7381	uncharacterized protein
XP_063836135.1	NP_476712.1	35223	RanGAP	Ran GTPase activating protein
XP_063836136.1	NP_650247.1	41596	yellow-f2	yellow-f2
XP_063836141.1	NP_651110.1	42716	CG6688	uncharacterized protein
XP_063836147.1	NP_523833.1	37785	ken	ken and barbie
XP_063836153.1	NP_651295.1	42961	sosie	sosie
XP_063836163.1	NP_649239.1	40278	BNIP3	BNIP3
XP_063836166.1	NP_572777.2	32167	Lsm12a	LSM12 homolog a
XP_063836169.1	NP_650447.1	41861	Cyfip	Cytoplasmic FMR1 interacting protein
XP_063836170.1	NP_732833.1	42743	cnc	cap-n-collar
XP_063836172.1	NP_524303.2	41269	Irp-1B	Iron regulatory protein 1B
XP_063836173.1	NP_001097670.1	5740633	nvd	neverland
XP_063836174.1	NP_524338.2	41607	snk	snake
XP_063836175.1	NP_647838.1	38461	CG10866	uncharacterized protein
XP_063836178.1	NP_524609.2	43724	CycG	Cyclin G
XP_063836187.1	NP_650878.4	42412	Orp8	Oxysterol-binding protein-related protein 8
XP_063836199.1	NP_610055.1	35338	Ns4	Nucleostemin 4
XP_063836205.1	NP_001097953.2	5740528	CG34354	uncharacterized protein
XP_063836211.1	NP_001097763.1	41592	CG31342	uncharacterized protein
XP_063836214.1	NP_001027236.1	3772012	CG17768	uncharacterized protein
XP_063836217.1	NP_610174.1	35499	hrm	hermes
XP_063836219.1	NP_648266.1	39018	orb2	orb2
XP_063836223.1	NP_996018.2	2768949	Urm1	Ubiquitin-related modifier 1
XP_063836227.1	NP_609032.1	33903	mmy	mummy
XP_063836228.1	NP_648689.1	39559	CG6833	uncharacterized protein
XP_063836236.1	NP_650915.1	42462	CG17270	uncharacterized protein
XP_063836238.1	NP_651353.1	43031	Alg9	ALG9, alpha-1,2-mannosyltransferase
XP_063836239.1	NP_524865.2	46008	Gel	Gelsolin
XP_063836240.1	NP_648416.1	39221	galla-2	galla-2
XP_063836242.1	NP_572532.1	31851	Zpr1	Zpr1
XP_063836266.1	NP_611252.1	37015	Snx16	Sorting nexin 16
XP_063836276.1	NP_476684.1	31194	pn	prune
XP_063836287.1	NP_651763.4	43563	Mgat2	Mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
XP_063836293.1	NP_609370.2	34379	Hand	hand
XP_063836295.1	NP_608733.1	33504	CG9643	uncharacterized protein
XP_063836298.1	NP_477510.1	53578	Prx2	Peroxiredoxin 2
XP_063836300.1	NP_651468.1	43180	CG6073	uncharacterized protein
XP_063836301.1	NP_649071.1	40061	arx	asterix
XP_063836302.1	NP_651208.1	42849	Pisd	Phosphatidylserine decarboxylase
XP_063836304.1	NP_729113.1	38667	CG32407	uncharacterized protein
XP_063836305.1	NP_524220.1	40530	abs	abstrakt
XP_063836306.1	NP_652072.1	49580	Invadolysin	invadolysin
XP_063836309.1	NP_609782.2	34955	CG4935	uncharacterized protein
XP_063836315.1	NP_611837.1	45360	shu	shutdown
XP_063836316.1	NP_651284.1	42950	CG5805	uncharacterized protein
XP_063836317.1	NP_477225.1	37823	Phm	Peptidylglycine-alpha-hydroxylating monooxygenase
XP_063836319.1	NP_523893.1	38345	mRpS35	mitochondrial ribosomal protein S35
XP_063836323.1	NP_477409.1	35029	ApepP	Aminopeptidase P
XP_063836326.1	NP_609218.1	34154	CG13390	uncharacterized protein
XP_063836327.1	NP_731172.2	40913	Nlg1	Neuroligin 1
XP_063836328.1	NP_610483.1	35962	ODA-Dnal1	Outer dynein arm dynein axonemal light chain 1
XP_063836329.1	NP_650318.1	48450	Dip-B	Dipeptidase B
XP_063836330.1	NP_647776.1	38381	Asciz	ASCIZ zinc finger protein
XP_063836332.1	NP_649789.1	40988	Coq2	Coenzyme Q biosynthesis protein 2
XP_063836333.1	NP_524163.1	40141	asf1	anti-silencing factor 1
XP_063836334.1	NP_731170.2	40912	Nlg3	Neuroligin 3
XP_063836335.1	NP_650917.1	42465	CG17272	uncharacterized protein
XP_063836336.1	NP_609062.2	33935	Galt	Galactose-1-phosphate uridylyltransferase
XP_063836337.1	NP_524538.2	43349	RpL4	Ribosomal protein L4
XP_063836338.1	NP_650252.1	41601	CG8031	uncharacterized protein
XP_063836339.1	NP_723350.1	318843	CG43394	uncharacterized protein
XP_063836340.1	NP_609185.1	34109	PAPLA1	Phosphatidic Acid Phospholipase A1
XP_063836345.1	NP_648269.1	39024	CG5653	uncharacterized protein
XP_063836348.1	NP_649005.1	39974	CG6034	uncharacterized protein
XP_063836351.1	NP_725699.1	246459	CG30105	uncharacterized protein
XP_063836360.1	NP_652029.3	46035	Ccs	Copper chaperone for superoxide dismutase
XP_063836362.1	NP_651287.4	42953	Ude	Uracil-DNA degrading factor
XP_063836365.1	NP_650026.1	41305	CG4511	uncharacterized protein
XP_063836370.1	NP_650891.1	42429	DPCoAC	Dephosphocoenzyme A carrier
XP_063836371.1	NP_649918.1	41163	CG8312	uncharacterized protein
XP_063836375.1	NP_730271.1	39944	CG32176	uncharacterized protein
XP_063836376.1	NP_524219.1	40517	alpha-Cat	alpha Catenin
XP_063836378.1	NP_524547.1	43466	stg	string
XP_063836379.1	NP_477205.1	33982	snRNP-U1-70K	small ribonucleoprotein particle U1 subunit 70K
XP_063836383.1	NP_476685.1	44849	pnr	pannier
XP_063836386.1	NP_524613.1	43757	FeCH	Ferrochelatase
XP_063836387.1	NP_647899.1	38542	CG15019	uncharacterized protein
XP_063836395.1	NP_648308.1	39083	Cpsf5	Cleavage and polyadenylation specific factor 5
XP_063836396.1	NP_648919.1	39874	mus302	mutagen-sensitive 302
XP_063836399.1	NP_650430.1	41832	CG4210	uncharacterized protein
XP_063836402.1	NP_001097280.2	5740811	CG34231	uncharacterized protein
XP_063836403.1	NP_001033848.1	3885570	CG34015	uncharacterized protein
XP_063836404.1	NP_722589.1	33158	Cda5	Chitin deacetylase-like 5
XP_063836415.1	NP_648570.1	39408	CG10418	uncharacterized protein
XP_063836416.1	NP_732136.2	318657	CG31279	uncharacterized protein
XP_063836417.1	NP_572756.3	32142	ATP7	ATP7
XP_063836420.1	NP_477035.1	33965	Wee1	Wee1 kinase
XP_063836424.1	NP_477350.2	35266	bsh	brain-specific homeobox
XP_063836427.1	NP_611646.1	37531	CG3045	uncharacterized protein
