Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_087109.1	8256439	8257421	22	plus	death-associated protein 1	LOC135082832	135082832	protein-coding	XM_063977595.1	XP_063833665.1	101	
NC_087109.1	8259085	8282889	22	minus	sodium/hydrogen exchanger 10-like	LOC135083063	135083063	protein-coding	XM_063977827.1	XP_063833897.1	1305	
NC_087109.1	8283075	8286284	22	minus	origin recognition complex subunit 6	LOC135083118	135083118	protein-coding	XM_063977884.1	XP_063833954.1	292	
NC_087109.1	8286942	8331107	22	plus	guanine nucleotide-binding protein G(s) subunit alpha	LOC135082786	135082786	protein-coding	XM_063977550.1	XP_063833620.1	388	
NC_087109.1	8336315	8349221	22	minus	uncharacterized LOC135082938	LOC135082938	135082938	protein-coding	XM_063977706.1	XP_063833776.1	907	
NC_087109.1	8377594	8483299	22	plus	RNA-binding protein fusilli	LOC135082994	135082994	protein-coding	XM_063977754.1	XP_063833824.1	888	
NC_087109.1	8421864	8423628	22	minus	putative nuclease HARBI1	LOC135082797	135082797	protein-coding	XM_063977558.1	XP_063833628.1	351	
NC_087109.1	8490832	8513913	22	minus	zinc finger protein ubi-d4	LOC135082700	135082700	protein-coding	XM_063977476.1	XP_063833546.1	564	
NC_087109.1	8514096	8523532	22	plus	nuclear transcription factor Y subunit gamma-like	LOC135082699	135082699	protein-coding	XM_063977475.1	XP_063833545.1	278	
NC_087109.1	8523757	8531439	22	minus	uncharacterized LOC135082931	LOC135082931	135082931	protein-coding	XM_063977698.1	XP_063833768.1	1012	
NC_087109.1	8547210	8554578	22	minus	uncharacterized LOC135083064	LOC135083064	135083064	protein-coding	XM_063977828.1	XP_063833898.1	339	
NC_087109.1	8558004	8561950	22	plus	ceramide glucosyltransferase	LOC135082781	135082781	protein-coding	XM_063977544.1	XP_063833614.1	399	
NC_087109.1	8598334	8634142	22	minus	PHAF1 protein CG7083	LOC135083066	135083066	protein-coding	XM_063977829.1	XP_063833899.1	660	
NC_087109.1	8635615	8650728	22	minus	G patch domain-containing protein 1 homolog	LOC135083067	135083067	protein-coding	XM_063977830.1	XP_063833900.1	988	
NC_087109.1	8658510	8660101	22	minus	divergent protein kinase domain 2A	LOC135082837	135082837	protein-coding	XM_063977600.1	XP_063833670.1	417	
NC_087109.1	8672840	8703200	22	plus	DGAT1/2-independent enzyme synthesizing storage lipids	LOC135082836	135082836	protein-coding	XM_063977599.1	XP_063833669.1	405	
NC_087109.1	8703259	8713851	22	minus	AT-rich binding protein-like	LOC135082974	135082974	protein-coding	XM_063977737.1	XP_063833807.1	118	
NC_087109.1	8722298	8729017	22	minus	mediator of RNA polymerase II transcription subunit 25-like	LOC135083068	135083068	protein-coding	XM_063977831.1	XP_063833901.1	246	
NC_087109.1	8736787	8740663	22	minus	mediator of RNA polymerase II transcription subunit 25-like	LOC135083069	135083069	protein-coding	XM_063977833.1	XP_063833903.1	187	
NC_087109.1	8746636	8759178	22	plus	malonate--CoA ligase ACSF3, mitochondrial	LOC135082780	135082780	protein-coding	XM_063977543.1	XP_063833613.1	632	
NC_087109.1	8764040	8772139	22	minus	probable sodium-coupled neutral amino acid transporter 6	LOC135082618	135082618	protein-coding	XM_063977397.1	XP_063833467.1	527	
NC_087109.1	8773386	8807170	22	plus	ornithine decarboxylase 1-like	LOC135082785	135082785	protein-coding	XM_063977549.1	XP_063833619.1	447	
NC_087109.1	8775060	8775749	22	plus	thyroid transcription factor 1-associated protein 26 homolog	LOC135083070	135083070	protein-coding	XM_063977834.1	XP_063833904.1	229	
NC_087109.1	8812667	8848805	22	minus	exportin-2	LOC135082784	135082784	protein-coding	XM_063977548.1	XP_063833618.1	970	
NC_087109.1	8994831	8998170	22	minus	uncharacterized LOC135082674	LOC135082674	135082674	protein-coding	XM_063977463.1	XP_063833533.1	506	
NC_087109.1	9026213	9029337	22	minus	uncharacterized LOC135082677	LOC135082677	135082677	protein-coding	XM_063977465.1	XP_063833535.1	506	
NC_087109.1	9119601	9121707	22	plus	putative nuclease HARBI1	LOC135082796	135082796	protein-coding	XM_063977557.1	XP_063833627.1	131	
NC_087109.1	9134260	9139317	22	plus	THAP domain-containing protein 5-like	LOC135082591	135082591	protein-coding	XM_063977370.1	XP_063833440.1	223	
NC_087109.1	9162436	9270229	22	minus	rhophilin-2	LOC135082819	135082819	protein-coding	XM_063977583.1	XP_063833653.1	817	
NC_087109.1	9313375	9329860	22	minus	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like	LOC135082995	135082995	protein-coding	XM_063977755.1	XP_063833825.1	1144	
NC_087109.1	9329949	9334311	22	minus	protein lev-9-like	LOC135082996	135082996	protein-coding	XM_063977756.1	XP_063833826.1	327	
NC_087109.1	9334331	9453081	22	minus	protein lev-9-like	LOC135082816	135082816	protein-coding	XM_063977578.1	XP_063833648.1	297	
NC_087109.1	9459089	9473082	22	plus	cathepsin K-like	LOC135082812	135082812	protein-coding	XM_063977573.1	XP_063833643.1	544	
NC_087109.1	9476213	9477945	22	minus	putative nuclease HARBI1	LOC135082764	135082764	protein-coding	XM_063977530.1	XP_063833600.1	351	
NC_087109.1	9480791	9482532	22	plus	putative nuclease HARBI1	LOC135082802	135082802	protein-coding	XM_063977562.1	XP_063833632.1	351	
NC_087109.1	9504915	9506336	22	minus	uncharacterized LOC135083071	LOC135083071	135083071	protein-coding	XM_063977835.1	XP_063833905.1	473	
NC_087109.1	9509160	9511067	22	minus	basic salivary proline-rich protein 3-like	LOC135082741	135082741	protein-coding	XM_063977512.1	XP_063833582.1	306	
NC_087109.1	9528041	9539120	22	plus	pancreatic lipase-related protein 2-like	LOC135082814	135082814	protein-coding	XM_063977575.1	XP_063833645.1	359	
NC_087109.1	9557282	9615685	22	plus	uncharacterized LOC135083072	LOC135083072	135083072	protein-coding	XM_063977836.1	XP_063833906.1	2248	
NC_087109.1	9634898	9669826	22	minus	probable aminopeptidase NPEPL1	LOC135083073	135083073	protein-coding	XM_063977837.1	XP_063833907.1	690	
NC_087109.1	9671924	9706716	22	minus	coactosin-like protein	LOC135082817	135082817	protein-coding	XM_063977579.1	XP_063833649.1	264	
NC_087109.1	9673028	9674563	22	plus	origin recognition complex subunit 5	LOC135082813	135082813	protein-coding	XM_063977574.1	XP_063833644.1	463	
NC_087109.1	9706877	9707899	22	plus	EKC/KEOPS complex subunit TP53RK	LOC135082599	135082599	protein-coding	XM_063977378.1	XP_063833448.1	239	
NC_087109.1	9714816	9730934	22	plus	large ribosomal subunit protein mL39	LOC135082815	135082815	protein-coding	XM_063977577.1	XP_063833647.1	340	
NC_087109.1	9731046	9734866	22	minus	gastrulation defective protein 1 homolog	LOC135082766	135082766	protein-coding	XM_063977532.1	XP_063833602.1	664	
NC_087109.1	9753325	9769097	22	plus	digestive cysteine proteinase 2	LOC135082811	135082811	protein-coding	XM_063977572.1	XP_063833642.1	553	
NC_087109.1	9915292	10206416	22	minus	neuropilin and tolloid-like protein 1	LOC135082997	135082997	protein-coding	XM_063977758.1	XP_063833828.1	726	
NC_087109.1	10262605	10275359	22	minus	phospholipase A1-like	LOC135082822	135082822	protein-coding	XM_063977586.1	XP_063833656.1	368	
NC_087109.1	10280100	10280948	22	minus	carbonyl reductase [NADPH] 3-like	LOC135083074	135083074	protein-coding	XM_063977838.1	XP_063833908.1	282	
NC_087109.1	10286483	10317666	22	plus	snake venom 5'-nucleotidase	LOC135083075	135083075	protein-coding	XM_063977840.1	XP_063833910.1	602	
NC_087109.1	10320849	10326125	22	minus	protein SYS1 homolog	LOC135082960	135082960	protein-coding	XM_063977727.1	XP_063833797.1	163	
NC_087109.1	10328063	10336056	22	minus	myrosinase 1-like	LOC135082612	135082612	protein-coding	XM_063977391.1	XP_063833461.1	497	
NC_087109.1	10341719	10350921	22	plus	myrosinase 1-like	LOC135082610	135082610	protein-coding	XM_063977390.1	XP_063833460.1	496	
NC_087109.1	10352808	10360417	22	plus	myrosinase 1-like	LOC135083076	135083076	protein-coding	XM_063977841.1	XP_063833911.1	474	
NC_087109.1	10363146	10370335	22	plus	myrosinase 1-like	LOC135082820	135082820	protein-coding	XM_063977585.1	XP_063833655.1	553	
NC_087109.1	10372802	10393976	22	minus	ATP-dependent RNA helicase DDX24	LOC135083077	135083077	protein-coding	XM_063977842.1	XP_063833912.1	1233	
NC_087109.1	10394820	10400576	22	plus	histone-arginine methyltransferase CARMER	LOC135082668	135082668	protein-coding	XM_063977457.1	XP_063833527.1	531	
NC_087109.1	10400760	10414100	22	minus	trafficking protein particle complex subunit 12	LOC135082669	135082669	protein-coding	XM_063977458.1	XP_063833528.1	573	
NC_087109.1	10414650	10435730	22	plus	vacuolar protein sorting-associated protein 35	LOC135082829	135082829	protein-coding	XM_063977593.1	XP_063833663.1	823	
NC_087109.1	10437214	10447698	22	minus	protein LTV1 homolog	LOC135082928	135082928	protein-coding	XM_063977694.1	XP_063833764.1	502	
NC_087109.1	10447875	10469298	22	plus	isoleucine--tRNA ligase, mitochondrial	LOC135082848	135082848	protein-coding	XM_063977609.1	XP_063833679.1	954	
NC_087109.1	10491738	10497060	22	plus	uncharacterized LOC135083078	LOC135083078	135083078	protein-coding	XM_063977843.1	XP_063833913.1	158	
NC_087109.1	10710484	10852136	22	plus	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	LOC135082619	135082619	protein-coding	XM_063977398.1	XP_063833468.1	354	
NC_087109.1	10888071	10911124	22	plus	transient receptor potential channel pyrexia-like	LOC135082826	135082826	protein-coding	XM_063977589.1	XP_063833659.1	1207	
NC_087109.1	10905080	10906524	22	minus	dynein light chain roadblock-type 2-like	LOC135082827	135082827	protein-coding	XM_063977592.1	XP_063833662.1	103	
NC_087109.1	10914804	10917312	22	plus	dynein light chain roadblock-type 1-like	LOC135082717	135082717	protein-coding	XM_063977489.1	XP_063833559.1	133	
NC_087109.1	10917553	10926197	22	plus	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	LOC135082672	135082672	protein-coding	XM_063977460.1	XP_063833530.1	346	
NC_087109.1	10932420	10934164	22	minus	dynein light chain roadblock-type 2-like	LOC135082673	135082673	protein-coding	XM_063977462.1	XP_063833532.1	97	
NC_087109.1	10981213	10985171	22	minus	probable proton-coupled zinc antiporter SLC30A3	LOC135083079	135083079	protein-coding	XM_063977844.1	XP_063833914.1	157	
NC_087109.1	11027528	11051828	22	minus	phosphatidylinositol-3-phosphatase SAC1	LOC135082620	135082620	protein-coding	XM_063977400.1	XP_063833470.1	596	
NC_087109.1	11051883	11065936	22	plus	probable ATP-dependent RNA helicase DDX27	LOC135082621	135082621	protein-coding	XM_063977401.1	XP_063833471.1	790	
NC_087109.1	11119709	11140080	22	minus	trifunctional enzyme subunit beta, mitochondrial	LOC135082794	135082794	protein-coding	XM_063977555.1	XP_063833625.1	473	
NC_087109.1	11167415	11321191	22	plus	vitellogenin receptor Yl	LOC135082962	135082962	protein-coding	XM_063977729.1	XP_063833799.1	1685	
NC_087109.1	11321299	11322701	22	minus	26S proteasome regulatory subunit 8	LOC135082963	135082963	protein-coding	XM_063977731.1	XP_063833801.1	402	
NC_087109.1	11324022	11363510	22	plus	uncharacterized LOC135083080	LOC135083080	135083080	protein-coding	XM_063977845.1	XP_063833915.1	545	
NC_087109.1	11366480	11369887	22	minus	zinc finger protein 1 homolog	LOC135082635	135082635	protein-coding	XM_063977425.1	XP_063833495.1	324	
NC_087109.1	11415115	11419131	22	plus	uncharacterized LOC135083081	LOC135083081	135083081	protein-coding	XM_063977847.1	XP_063833917.1	244	
NC_087109.1	11420914	11432164	22	plus	uncharacterized LOC135083082	LOC135083082	135083082	protein-coding	XM_063977848.1	XP_063833918.1	912	
NC_087109.1	11434631	11436091	22	minus	cytochrome c oxidase subunit 6C-like	LOC135082842	135082842	protein-coding	XM_063977606.1	XP_063833676.1	78	
NC_087109.1	11439169	11457313	22	minus	titin-like	LOC135083083	135083083	protein-coding	XM_063977849.1	XP_063833919.1	1241	
NC_087109.1	11457607	11481054	22	minus	nuclear receptor coactivator 6-like	LOC135083084	135083084	protein-coding	XM_063977850.1	XP_063833920.1	407	
NC_087109.1	11484576	11488697	22	plus	coiled-coil domain-containing protein 102A	LOC135082834	135082834	protein-coding	XM_063977598.1	XP_063833668.1	382	
NC_087109.1	11493052	11499118	22	minus	snRNA-activating protein complex subunit 1	LOC135082715	135082715	protein-coding	XM_063977487.1	XP_063833557.1	545	
NC_087109.1	11500040	11503817	22	minus	cytochrome c oxidase subunit 5B, mitochondrial-like	LOC135082841	135082841	protein-coding	XM_063977605.1	XP_063833675.1	122	
NC_087109.1	11504787	11506013	22	minus	uncharacterized LOC135082800	LOC135082800	135082800	protein-coding	XM_063977560.1	XP_063833630.1	115	
NC_087109.1	11550921	11622409	22	plus	uncharacterized LOC135083087	LOC135083087	135083087	protein-coding	XM_063977851.1	XP_063833921.1	781	
NC_087109.1	11631451	11673200	22	plus	sodium- and chloride-dependent transporter XTRP3	LOC135082774	135082774	protein-coding	XM_063977540.1	XP_063833610.1	706	
NC_087109.1	11659541	11662650	22	minus	carboxylesterase 5A-like	LOC135082769	135082769	protein-coding	XM_063977533.1	XP_063833603.1	527	
NC_087109.1	11663593	11666291	22	minus	carboxylesterase 5A-like	LOC135082771	135082771	protein-coding	XM_063977535.1	XP_063833605.1	527	
NC_087109.1	11666542	11669279	22	minus	esterase FE4-like	LOC135082770	135082770	protein-coding	XM_063977534.1	XP_063833604.1	527	
NC_087109.1	11685284	11687645	22	minus	NF-kappa-B inhibitor-interacting Ras-like protein	LOC135082773	135082773	protein-coding	XM_063977538.1	XP_063833608.1	217	
NC_087109.1	11688085	11690435	22	plus	dolichol-phosphate mannosyltransferase subunit 1	LOC135082926	135082926	protein-coding	XM_063977689.1	XP_063833759.1	250	
NC_087109.1	11690709	11784439	22	plus	uncharacterized LOC135082845	LOC135082845	135082845	protein-coding	XM_063977608.1	XP_063833678.1	229	
NC_087109.1	11703363	11717142	22	minus	heparan-alpha-glucosaminide N-acetyltransferase-like	LOC135082600	135082600	protein-coding	XM_063977381.1	XP_063833451.1	569	
NC_087109.1	11724254	11742101	22	plus	glucose-6-phosphate isomerase	LOC135082757	135082757	protein-coding	XM_063977523.1	XP_063833593.1	556	
NC_087109.1	11744700	11764421	22	minus	flap endonuclease 1	LOC135082759	135082759	protein-coding	XM_063977525.1	XP_063833595.1	378	
NC_087109.1	11762821	11765635	22	plus	plasminogen receptor (KT)	LOC135082760	135082760	protein-coding	XM_063977527.1	XP_063833597.1	180	
NC_087109.1	11766201	11777394	22	plus	mitogen-activated protein kinase 15	LOC135082758	135082758	protein-coding	XM_063977524.1	XP_063833594.1	545	
NC_087109.1	11787423	11805515	22	plus	uncharacterized LOC135082772	LOC135082772	135082772	protein-coding	XM_063977537.1	XP_063833607.1	517	
NC_087109.1	11807510	11826862	22	plus	GMP reductase 1-like	LOC135082839	135082839	protein-coding	XM_063977602.1	XP_063833672.1	346	
NC_087109.1	11829049	11830790	22	plus	uncharacterized LOC135082838	LOC135082838	135082838	protein-coding	XM_063977601.1	XP_063833671.1	440	
NC_087109.1	11831673	11835145	22	minus	uncharacterized LOC135083089	LOC135083089	135083089	protein-coding	XM_063977854.1	XP_063833924.1	482	
NC_087109.1	11835875	11839409	22	minus	uncharacterized LOC135082663	LOC135082663	135082663	protein-coding	XM_063977452.1	XP_063833522.1	813	
NC_087109.1	11839981	11845687	22	minus	uncharacterized LOC135083090	LOC135083090	135083090	protein-coding	XM_063977855.1	XP_063833925.1	629	
NC_087109.1	11846236	11883710	22	minus	balbiani ring protein 3-like	LOC135082810	135082810	protein-coding	XM_063977569.1	XP_063833639.1	492	
NC_087109.1	11901220	11911375	22	plus	EARP-interacting protein homolog	LOC135082602	135082602	protein-coding	XM_063977382.1	XP_063833452.1	370	
NC_087109.1	11911582	11917891	22	minus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	LOC135082917	135082917	protein-coding	XM_063977683.1	XP_063833753.1	399	
NC_087109.1	11918101	11919636	22	plus	RNA-binding protein pno1	LOC135082915	135082915	protein-coding	XM_063977680.1	XP_063833750.1	247	
NC_087109.1	11920308	11949349	22	minus	glutathione synthetase-like	LOC135082803	135082803	protein-coding	XM_063977564.1	XP_063833634.1	493	
NC_087109.1	12019546	12023519	22	minus	uncharacterized LOC135082597	LOC135082597	135082597	protein-coding	XM_063977377.1	XP_063833447.1	379	
NC_087109.1	12030342	12034509	22	plus	uncharacterized LOC135082667	LOC135082667	135082667	protein-coding	XM_063977455.1	XP_063833525.1	545	
NC_087109.1	12045724	12046255	22	minus	testis-specific gene A8 protein-like	LOC135083091	135083091	protein-coding	XM_063977856.1	XP_063833926.1	159	
NC_087109.1	12076661	12078142	22	minus	uncharacterized LOC135083092	LOC135083092	135083092	protein-coding	XM_063977857.1	XP_063833927.1	493	
NC_087109.1	12105316	12306931	22	plus	uridine 5'-monophosphate synthase-like	LOC135082631	135082631	protein-coding	XM_063977417.1	XP_063833487.1	213	
NC_087109.1	12109248	12109871	22	plus	synapsin-1-like	LOC135083093	135083093	protein-coding	XM_063977858.1	XP_063833928.1	207	
NC_087109.1	12117969	12120349	22	minus	uncharacterized LOC135082655	LOC135082655	135082655	protein-coding	XM_063977446.1	XP_063833516.1	584	
NC_087109.1	12143627	12148257	22	minus	mitochondrial S-adenosylmethionine carrier protein-like	LOC135082630	135082630	protein-coding	XM_063977416.1	XP_063833486.1	283	
NC_087109.1	12174357	12200423	22	plus	cilia- and flagella-associated protein 45	LOC135083094	135083094	protein-coding	XM_063977859.1	XP_063833929.1	530	
NC_087109.1	12188222	12210304	22	minus	uncharacterized LOC135082933	LOC135082933	135082933	protein-coding	XM_063977699.1	XP_063833769.1	273	
NC_087109.1	12212231	12246336	22	plus	uncharacterized LOC135083095	LOC135083095	135083095	protein-coding	XM_063977861.1	XP_063833931.1	822	
NC_087109.1	12259298	12295030	22	minus	tubulin beta chain-like	LOC135082628	135082628	protein-coding	XM_063977413.1	XP_063833483.1	457	
NC_087109.1	12309892	12315731	22	minus	tubulin beta-1 chain	LOC135082936	135082936	protein-coding	XM_063977704.1	XP_063833774.1	447	
NC_087109.1	12325880	12331466	22	minus	tubulin beta-1 chain-like	LOC135082941	135082941	protein-coding	XM_063977709.1	XP_063833779.1	448	
NC_087109.1	12373509	12375472	22	minus	small ribosomal subunit protein uS10	LOC135082899	135082899	protein-coding	XM_063977662.1	XP_063833732.1	123	
NC_087109.1	12376128	12381506	22	minus	trafficking protein particle complex subunit 2-like protein	LOC135082947	135082947	protein-coding	XM_063977714.1	XP_063833784.1	174	
